comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Que extraño solo las personas que no son bachilleres dicen eso, como Evo Morales que andaba gritándolo a los cuatro vientos que no era bachiller",60,55,75,15,15,15,71.25,-1
Este tipo me da miedo!,65,60,70,10,10,10,74.75,-1
Me da a pensar que este señor se compró el título... Ya que una profesión conlleva años de esfuerzo y sacrificio no solo de los que lo adquieren sino también de padres que su único objetivo es ver realizados a sus hijos,20,15,55,70,60,55,30.75,1
Por honesto deserto de la policía que curioso...,65,60,75,10,10,10,75.5,-1
Seremos gobierno y terminaremos con los corruptos ladrones y vendepatrias,10,5,70,55,50,45,33.5,0
"Antes q conocimiento es la honestidad, de nada sirve mucho conocimiento como vemos hoy gente con conocimiento pero corruptos",25,20,55,65,60,55,34.0,0
"Ayyy!! por favor que resignación, como si la honestidad solusionara todo.",60,55,75,10,10,10,73.25,-1
Lo primero ser honesto y respetuoso.,15,10,55,70,60,55,28.5,1
No se trata de tener titulos.. Se trata de estar preparado para dirigir a UN Pais..!! Saber hablar y comunicarse con los diferentes dirigentes del mundo..!! Tener conocimiento de administracion.. economia en un mundo capitalista !!! No se trata de ser campesino o jailongo..!! Se trata de tener una autoridad que nos represente..!! Que sepa cuidar nuestros intereses.. Simplemente eso !!,20,15,55,70,60,55,30.75,1
"Desmerece al profesional, está loco este tipo!!! Ojalá que las generaciones actuales no lo sigan o lean las macanas que habla y se vuelvan conformistas con su forma de vida y no aspiren a realizarse profesionalmente",65,60,80,10,10,10,76.25,-1
Su lengua es más larga que la corbata,60,55,75,10,10,10,73.25,-1
"Este puede vender hasta su vida al diablo para obtener lo que quiere, vergüenza daría hablar así de la gente joven que se esfuerza por tener su título profesional de la UMSA o de alguna carrera para matarlos con sus palabras que vierte verdaderamente es una pena de este señor",70,65,80,10,10,10,78.5,-1
Justamente por gente que no tenía títulos o conocimiento es que estado así! Por favor dejemos de creer que no tener estudios es un logro! Basta de gente que no sabe lo que hace y que solo se victimiza!,25,20,55,65,60,55,34.0,0
Digan lo que digan hagan lo hagan El PDC es el futuro ya que los Valores terminan con la corrupción!!!,15,10,55,65,60,55,29.5,1
Despues te llenas de acesores con titulos ..que opa,20,15,50,60,55,50,33.0,1
"Que bruto ese tipo,",75,70,85,10,10,10,81.5,-1
De que te sirve ser un opa honesto,60,55,75,10,10,10,73.25,-1
"Pero miren quien habla de honestidad, el que cuenta con mas antecedentes que un delincuente.....",75,70,85,10,10,10,81.5,-1
Que risa que me das,40,35,55,10,10,10,61.25,0
A ser laris como este suficiente no?,60,55,70,10,10,10,72.5,-1
Todos son sinverguenzas,70,65,80,10,10,10,78.5,-1
"El ser honesto no es por saber más o poco, la honestidad es valor una cualidad q pocos lo tienen, hoy en la politiqueria nunca hay gente honesta el poder les corrompe en todo sentido",25,20,55,65,60,55,34.0,0
Vergüenza ajena.,65,60,75,10,10,10,75.5,-1
Este no tiene ni títulos menos honestidad,60,55,75,10,10,10,73.25,-1
Que pena.,55,50,70,10,10,10,70.25,-1
Y que pasa con profesionales jóvenes piensan que son como ellos,60,55,75,15,10,15,71.75,-1
"No señor, para llegar al poder se necesitan ambas cosas, ser honesto y tener títulos que avalen la capacidad de la persona para poder sacar a un país adelante, con el simple hecho de ser honestos no es suficiente.",20,15,55,70,60,55,30.75,1
Incentivando a la ignorancia y al conformismo.. 🤦🏻‍♀️😠,65,60,80,10,10,10,76.25,-1
Entonces para que tanto esfuerzo 😡,70,65,75,10,10,10,77.75,-1
"El ser onesto es parte del ser , son valores de cada uno que tiene",15,10,55,70,60,55,28.5,1
"Con un solo título, podrías dejar de decir tanta tontería",60,55,75,10,10,10,73.25,-1
Se nota que las personas preparadas lo intimidan... Mejor estudie señor Lara. Así sabrá que el conocimiento es poder.,15,10,55,70,60,55,28.5,1
Kkkkk como puej un Paco hablando de ser honesto eso es ya un colmo,60,55,75,10,10,10,73.25,-1
"Ósea que este cree que cumple con los requisitos, ya no tiene ningún grado ,le dieron de baja y “ ABOGADO ???” No sabemos y de HONESTIDAD, hay que ver todas las demandas que tiene y porque son…",70,65,80,10,10,10,78.5,-1
Q ignorancia......,65,60,75,10,10,10,75.5,-1
Para q estudio? Por ahí le iba mejor?,55,50,70,15,10,15,68.75,-1
"Hace falta ser preparado!! Estudiar, capacitarse y por supuesto ser Honesto!!",15,10,55,70,60,55,28.5,1
Pero que mejor sería un buen profecinal honesto y con valores.,15,10,55,70,60,55,28.5,1
Así es todos tenemos que ser onestos para tener larga vida bendiciones.,10,5,55,70,60,55,26.25,1
Ser honesto.... y también tener preparación Sr. Lara !,15,10,55,70,60,55,28.5,1
"Son palabras de dictadores como Hugo chavez y como esta ahora Venezuela,2 dólares ganan al mes",75,70,85,10,10,10,81.5,-1
El bipolar del Momento,60,55,70,10,10,10,72.5,-1
Mucho animal,65,60,75,10,10,10,75.5,-1
Algo nuevo queremos pará nuestro país,10,5,55,65,60,55,27.25,1
Hace falta tener estudios para saber manejar un país,20,15,55,70,60,55,30.75,1
Bueno será que Lara conoce que significa honestidad,60,55,75,10,10,10,73.25,-1
Oy en dia gente honecta tambien estudia sabe mucho mejor q los q tienen experencia y ablamos barias ideomas gente honecto,15,10,55,70,60,55,28.5,1
