comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Este VENDE HUMO lo está hundiendo al pdc,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Hay ricos humildes.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
EL QUE JUEGA SUCIO Y NO AMA A BOLIVIA ES EL BUENO ELLOS QUE SE VENDIERON AL MASISMO CARAJO O QUE EXPLIQUE COMO ESTAN PRIMEROS SI ESTABAN ÚLTIMOS PERO QUE SEA UNA EXPLICACIÓN LOGICA NO COMO CANTINFLAS,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
No se preocupe ustedes son los ganadores en la segunda vuelta presidente,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Rodrigo Paz y Capitán Lara Presidente somos mayoría el pueblo unido triofa siempre 🇧🇴❤️🇧🇴💪💪💪💪,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
El que maldice a este bendito país,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Este tipo no es capaz ni de mostrar su verdadera cara, con tanto filtro",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Que es el pueblo para Lara??? Los enfermos de cáncer no cuentan como pueblo para Lara, la gente del oriente no cuenta como pueblo??",90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Siento pena ajena por este hombre,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El Humilde vota por el que mejorará la situación y las condiciones de surgir . no por los que van a crear una hiperinflacion dando bonos.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Fantasma sonceras ablas,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Las personas creen que Tuto es la solución… ambos candidatos están esperanzados en la ayuda internacional… no hay mucho que se pueda hacer, el que diga que todo será mejor de principio a fin miente.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
No es no,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Nadie se identifica con desquiciado,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este es un mal nacido,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Muy bien Lara adelante,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Todos con paz y lara,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Sos un lobo y te hacer el corderito nadie te cree mediocre,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
La verdad yo dejé tu partido por lo que hablas cosas incoherentes para un político hablas tonterías después te retractas te peleas con todos como un niño desnutrido porque no dejas todo lo que ves mal al pasar del tiempo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Rodrigo y Lara 💪💪💪 vamos,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Voto inteligente TUTO PRESIDENTE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto presidente,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este Lary es totalmente RESeNTIDO,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Ya aburre este tipo,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Eres un ridículo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Ya es tiempo de que te enfoques como vas a sacar a Bolivia de la crisis, tus estrategias, tus proyectos esto queremos escuchar los bolivianos y bolivianas",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Los del campo ya no somos tontos para apoyar,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Vamos paz y Lara,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Cual renovación 20 años siendo autoridad jajajajaja no hables macana lary,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
El miedo les hace hablar huevadas a este lari,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
TUTO PRESIDENTE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Como manejan a la gente del campo estos ignorantes, solo. Les importa el poder - Lara y Rodrigo.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Guerra sucia,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Exactamente por eso apoyamos a tuto Quiroga presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
LA VERDAD ESTE TIPO DA LÁSTIMA PARA VICE NO DA,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Excelente CAP. Lara fuerza,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Claro como no te va apoyar esa gente en la cual solo meten el odio el rasismo yo misma fui testigo como a esa gente que estan dando de comer les meten ideas absurdas les dicen que el rico odia a los pobres y esa pobre gente les creen .Como se ve la maldad en estas personas que solo se aprobechan de su ingenuidad,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Aunque ambos lamen El botas de Los EEUU #GringoMamadas SE acerca.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Sos un sonso peor que la palabra,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este tipo cree q los humildes son ignorantes,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
LARA al final será el futuro presidente de Bolivia 💪🇧🇴💪🇧🇴💪🇧🇴💪🇧🇴💪🇧🇴💪🇧🇴💪💪🇧🇴💪🇧🇴💪🇧🇴💪🇧🇴❤️💛💚,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Fuerza Paz y Lara, ❤️💛💚",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Y este se queja de guerra sucia, cuando a él le vale un carajo todo. Hasta ahora no le da la gana de firmar el acuerdo de la OEP la cosa es destruir al contrincante y lo peor sin pruebas",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Me cag....💩💩en lara,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
De aria rural apoyaremos a Tuto,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Maldiciendo nuestro país y asi quiere estar en el gobierno este 🤡 de 💩,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Lara no es renovación es más de lo mismo. Es la REENCARNACIÓN DE EVO y los mafiosos que lo siguen.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Adelante capitán Edman Lara fuerza 💪 Bolivia esta firme con tigo bravo 👏,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
TUTO PRESIDENTE,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Yo apoyo a cspitan LARA karajo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TUTO PRESIDENTE 🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Solo dijo la verdad,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Casi meto la pata votando por ellos,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Habla más de tuto que de sus propuestas, aopado.",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"De que identidad habla si es español soguzgador, y no quiere a los indígenas. Sino pregunten a los tarijeñod",75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Te tienen envidia 😂 sigue adelante!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Hijo de evo y titular,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Opa,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"El que no ama a Bolivia es este sonso, por su culpa la polera de la selección ya nadie quiere usarla porque la asocian a este partido de masistas",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cuando no el Lari...,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Noooo apoyo.,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Ya aburre verlo a diario llorando por algo 🥱,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"El mequetrefe de Tuto es tipo ambivalente, en tiempo de elecciones se cree boliviano y si pierde es americano estadounidense ahora croata. Renovación claro que si tiene que renovar sus fondos personales porque lo que robo se le acabó los millones. Tuto vividor de la política boliviana.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Realmente Lara habla igual que Evo morales, su gesto, su palabra, su movimiento y otro igualingo a Evo",75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Talvez,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Va. Dejense de estar indagando vidas ajenas no seas beatos 🤗😂😂,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Voj al único que amas es a Evo jajjaja,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Este si que es un cara dura 🤬🤬🤬,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Gracias a Dios la gente ya abrió los ojos y ya no se deja engañar por un charlatán, los más de 1000 comentarios nos dice la intención del voto, ósea Tuto presidente",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Dejen de publicar estupideces, medios de comunicación como ustedes degradan la educación de cada boliviano que podría ser diferente.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
El pueblo está con Tuto Quiroga.,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"Este ojos de sapo no nos representa, en el área rural, los pobladores ya decidieron tuto a la presidencia.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Hay una muletilla q fastidia en este tipo ... humilde para el es ser pobre... y es un error. Humilde para este politico es ser tonto. El q acepta el chantaje de bonos por un voto. Tienen una retorica barata. Evo lleva 20 anos pregonando de los humildes aprovechandose de la ingenuidad y necesidad de ellos...y no ha habido ningun cambio para los humildes. No es por alli la solucion.,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Paz y lara presidente para acabar con la corrupción,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Fuerza CAPITÁN LARA FUTURO VICEPRESIDENTE DE LOS BOLIVIANOS,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Callate lari morales narco,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
pero eres como el dólar...,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Calla mal cri ado satrapa porque no te mueres,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El burro de siempre haciendo promesas que ni el se las cree.,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"Que HIPOCRITA, DESPUES DE MALDECIR A ESTA QUERIDA PATRIA, DECIR QUE ES UN CANCER, COMPARARLA CON LOS ENFERMOS, DISCRIMINANDO, MALTRATANDO...A ESTAS PERSONAS POR PASAR ESA SITUACIÓN!!!! PELEAR CON LA TERCERA EDAD ENTRE OTROS MUCHOS INSULTOS.....NO SE TIENE IDENTIDAD CON USTED JAMAS.!!!!",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
pero no maldice. a su país,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
eso son Paz y Lara masistas reciclados dan pena por un momento pense que eran los salvadores de la Patria pero lastimosamente no estan preparados,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
VAMOS CAPITAN OFICIAL LARA VÁMOOOOOOOOOOOOOSS,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Quién maldice a nuestra patria no tiene moral para hablar de Bolivia,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Tuto presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Hdp loco basura,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Yo apoyo a Tuto,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Bocón,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
VÁMOS CAPITAN OFICIA EDMAN LARA VÁMOOOOOOOOOOOOS,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
POR LA IGUALDAD APOYAMOS A TUTO QUIROGA 👏👏🇧🇴🇧🇴,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
TUTO PRESIDENTE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Claro gente no le gusta trabajar piensa que con los regalos bamosa salir adelante, si sale adelante trajando, queremos trabajar no regalos",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Pobre iluso,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto Presidente 🇧🇴🇧🇴,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
Paz y Lara presidente,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
🇧🇴🇧🇴🇧🇴 ING TUTO QUIROGA PRESIDENTE ✅🇧🇴🇧🇴🇧🇴❤️💙🤍,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
PEDILE A TUTO Q TE ADOPTE ....,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
"El que dice lo que quiere, después escucha hasta lo que no quiere. Después no se esté victimizando que le hacen guerra sucia cuando su boca es la que provoca el rechazo de la gente.",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Se hace el humilde este Paco Opa,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Nunca cobiernaran los CRUADAS en nuestra querida Bolivia,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Ya quisieras ser como tuto ni en sueños tuto es bueno igual jp,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTE,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
