comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Puede ser una imagen de 1 persona y texto que dice ""AW Scal SERVI CIOS SESPECIALIZADOS AUDIENCIAS Lara instó en TikTok a difundir mensajes que resalten el pasado político de Tuto Quiroga para influir en el voto: ""TODA LA GENTE, NO NECESITA ATACAR A τυT QUIROGA, SOLAMENTE HAGAN VIDEOS RECORDÁNDOLE QUIÉN FUE τυτO QUIROGA Y QUÉ HIZO POR BOLIVIA. HÁBLENLE DE TODAS LAS COSAS QUE HIZO τυτo QUIROGA Y LA GENTE JOVEN QUE NO LO CONOCE SE VAA DAR CUENTA."" Candidato vicepresidencial del PDC, Edmand Lara f sericieienedecneru""",35,30,80,40,35,40,51.25,0.0
"Puede ser una imagen de 1 persona y texto que dice ""AИW _eal CIOS ESPECIALIZADOS SERVI AUDIENCIAS Lara instó en TikTok a difundir mensajes que resalten el pasado político de Tuto Quiroga para influir en el voto: ""TODA LA GENTE, NO NECESITA ATACAR A TUTO QUIROGA, SOLAMENTE HAGAN VIDEOS RECORDÁNDOLE QUIÉN FUE TUTO QUIROGA Y QUÉ HIZO POR BOLIVIA. HÁBLENLE DE TODAS LAS COSAS QUE HIZO TUTO QUIROGA Y LA GENTE JOVEN QUE NO LO CONOCE SE VAA DAR CUENTA."" Candidato vicepresidencial del PDC, Edmand Lara f serieipiededeccmauib""",35,30,80,40,35,40,51.25,0.0
"TUTO PRESIDENTE 🧐🇬🇭 Y DEJEN DE PENDEJAD,K EL PAIS ESTA EN RUINA 🕳️💔🇬🇭 Y ESX EL COMUNISMO ☠️🖤☠️🖤🕳️⚖️🕳️🪤💳💰💔 CORRUPTOS",60,65,90,25,20,30,71.5,-1.0
Dice hay que llegar a la presidencia para sabe… Ver más,35,30,75,40,35,40,50.5,0.0
Tuto no hay qe creerle nada ha este vende humo,50,55,80,25,20,30,65.5,0.0
Tuyo presidente,15,10,75,60,55,45,35.0,0.0
Tuto ya tubo su oportunidad no ISO nada. Solo dedico a vender bolivia,55,60,80,25,20,30,67.75,-1.0
"Votaré por el Quiquín, se ve que esta preparado vamos Tuto presidente",25,20,80,50,45,45,43.25,0.0
Solo TUTO PRESIDENTE la tiene clara,25,20,85,50,40,45,44.5,0.0
Como ciempre lismoniando,45,40,75,30,25,35,58.5,0.0
Pues con tuto es un retroceso a los 2000,40,35,80,35,30,35,55.5,0.0
14 AÑOS NO FALTABA NADA EN BOLIVIA 💪 QUE VUELVA EVO CABRONES 💪🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,55,60,90,25,20,30,69.25,-1.0
El no trabajo nunca ensu vida no tiene nada invertido en el pais. Y quiere venirnos a ha… Ver más,50,55,75,30,25,35,62.75,0.0
UN. CAMBIO. PARA. BOLIVIA… Ver más,30,25,80,45,40,45,47.0,0.0
Tuto quiere prestarse plata para repartir a sus cuates y recuperar todo lo que gasto robando,55,60,80,25,20,30,67.75,-1.0
Tuto y JP. Gobernaran Bolivia,20,15,75,55,50,40,39.25,0.0
Tuto es un perdedor,45,50,75,25,20,30,62.5,0.0
TUTO PRESIDENTE NO HAY OTRA ALTERNATIVA.,25,20,85,50,40,45,44.5,0.0
"Paz y Lara son mentirosos demagogos charlatanes ni propuesta para afrontar a la crisis que atraviesa el país no tienen, de mal… Ver más",55,60,80,30,25,35,65.75,0.0
TUTO PRESIDENTE!!!,15,10,75,60,55,45,35.0,0.0
Paz y lara presidente,15,10,65,60,55,45,33.5,0.0
Exactamente de RODRÍGO está mejor la Propuesta...,30,25,70,45,40,45,45.5,0.0
Fue a pasear. ...no habló con NADIE ...MENTIROSO ...SINVERGUENZA ...NO TIENE U. PLAN DE GOBIEENO ....IGUAL QUW ...EVO,60,65,80,20,15,25,72.0,-1.0
Estas dos sarnas pelagatos no saben nada de economía ni modo tendré que apuntar a uno,55,60,75,25,20,30,67.0,-1.0
Rodrigo paz dice que biajo a EEUU. APRESENTAR SU PROYECTO DE GOBIERNO SIN EMBARGO NOSOTROS LOS BOLIBIANOS NO CONOSEMÓS POR QUE… Ver más,45,40,75,35,30,35,57.0,0.0
TUTO PRESIDENTE 🇧🇴,15,10,75,60,55,45,35.0,0.0
Maleantes vividores,60,65,75,20,15,25,71.25,-1.0
AHORA SIN DUDAR … Ver más,25,20,80,45,40,45,44.75,0.0
"PAZ DEBERÍA IR A CUBA Y A VENEZUELA PARA que le presten plata en estados unidos ni deben saludar, PAZ Y LARA están sin rumbo perdidos",50,55,80,30,25,35,63.5,0.0
Pura boca los populistas,45,40,75,30,25,35,58.5,0.0
"Puede ser una imagen de texto que dice ""#EsCon TOO""",20,15,75,45,35,40,42.75,0.0
0:00 / 0:38,10,5,65,40,35,35,38.25,0.0
0:00 / 0:52,10,5,65,40,35,35,38.25,0.0
"Esta jugando sucio, y así le ira. Va siempre le fue mal. Es q no encaja en la sociedad boliviana, xq tiene total desconocimiento",50,55,80,25,20,30,65.5,0.0
"Puede ser una imagen de 1 persona y texto que dice ""AИW _eal CIOS ESPECIALIZADOS SERVI AUDIENCIAS Lara instó en TikTok a difundir mensajes que resalten el pasado político de Tuto Quiroga para influir en el voto: ""TODA LA GENTE, NO NECESITA ATACAR A TUTO QUIROGA, SOLAMENTE HAGAN VIDEOS RECORDÁNDOLE QUIÉN FUE TUTO QUIROGA Y QUÉ HIZO POR BOLIVIA. HÁBLENLE DE TODAS LAS COSAS QUE HIZO TUTO QUIROGA Y LA GENTE JOVEN QUE NO LO CONOCE SE VAA DAR CUENTA."" Candidato vicepresidencial del PDC, Edmand Lara f serieipiededeccmauib""",35,30,80,40,35,40,51.25,0.0
"Puede ser una imagen de 1 persona y texto que dice ""AИW _eal CIOS ESPECIALIZADOS SERVI AUDIENCIAS Lara instó en TikTok a difundir mensajes que resalten el pasado político de Tuto Quiroga para influir en el voto: ""TODA LA GENTE, NO NECESITA ATACAR A TUTO QUIROGA, SOLAMENTE HAGAN VIDEOS RECORDÁNDOLE QUIÉN FUE TUTO QUIROGA Y QUÉ HIZO POR BOLIVIA. HÁBLENLE DE TODAS LAS COSAS QUE HIZO TUTO QUIROGA Y LA GENTE JOVEN QUE NO LO CONOCE SE VAA DAR CUENTA."" Candidato vicepresidencial del PDC, Edmand Lara f serieipiededeccmauib""",35,30,80,40,35,40,51.25,0.0
0:00 / 0:25,10,5,65,40,35,35,38.25,0.0
0:00 / 1:05,10,5,65,40,35,35,38.25,0.0
"Puede ser una imagen de texto que dice ""τ. TUT UTO PRESIDENTE!""",20,15,75,45,35,40,42.75,0.0
"Puede ser una imagen de 8 personas y texto que dice ""SICARIOS De TÚTO VUELVEN CON AMENAZAS A LOS BOLIVIANOS COMO EL 2019 PARA 'CONVULCIONAR EL PAÍS"" No vamos a permitir que elsocialismovuelvaanuestra el socialismo vuelva a nuestra manipulación es voto, manipulaciónyesyoto,elvoto el voto de los bolivianos, libre""",65,70,85,20,15,25,75.0,-1.0
"Puede ser un dibujo de dinero y texto que dice ""JORGE ""TUTO"" QUIROGA QUITANDO BONO A LOS ANCIANOS DE TERCERA EDAD RENTA Bs.25.000 Bs. BONO""",50,55,80,30,25,35,63.5,0.0
"Puede ser una imagen de 2 personas y texto que dice ""山 Partido Demócrata Cristiano # DE #aKaao LA GENTE AL SERVICIO RODRIGPAZEDMANDLARA RODRIG PAZ EDMAND EDMANDLAR LARA PRESIDENTE VICEPRESIDENTE 2025-2030 2025-20 d@democracia.cristiana.bo""",25,20,65,50,45,40,41.5,0.0
"Puede ser una imagen de 5 personas y texto que dice ""EL PUEBLO NO SE OLVIDA ES INTELIGENTE PALACIO DE GOBIERNO EL MENTIROSO QUE CREE QUE SOMOS TONTOS TODOS LOS BOLIVIANOS""",45,40,80,35,30,35,57.75,0.0
CUALQUIER MOMENTO LARA PUEDE ASUMIR A LA PRESIDENCIA… Ver más,35,30,75,40,35,40,50.5,0.0
