comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Mi aburre eso viejo ni va ganar p el Evo con Dios no va que pase nada peligro para ganar el voto el envidioso,50,55,70,30,25,20,63.5,0
Por hablar de Evo pierde total,35,30,65,40,35,30,50.0,0
Ese tilín del Tuto de handa preocupandose de su macho Evo una pena políticos fracasados,50,55,70,30,25,20,63.5,0
Tuto es lambebotas de Evo gracias a Evo esta libre de sus prosesos judiciales,55,60,70,25,20,15,67.75,-1
Tuto tevas orinar al momento que vas aprender a evo,60,65,65,20,15,10,71.25,-1
Eso quería escuchar !!!👏👏👏👏👏,25,20,70,60,65,55,36.75,0
"Tuto presidente, todos los jóvenes estamos con el 🔥💪",20,15,75,65,70,60,33.25,0
Que bueno ese es mi presidente vamos Tuto presidente,20,15,75,65,70,60,33.25,0
Nunca más sera presidente eso es su último pataleo,45,40,65,30,25,20,58.5,0
El delincuente,55,60,65,20,15,10,69.0,-1
"Red uno no le conviene que gane paz y Lara por qué van a rendir cuentas por falsas informaciónes de las encuestas y la plata que se llevan por difundir.. todos los que trabajan en la política en oficinas a muerte van por tuto por qué si gana Lara , van a rendir cuentas nadie se lo esperaba que en la 1ra vuelta gane paz y Lara y ahora solo se en la redes y lo juzgan lo comparan y a tuto tremendo pasado que tiene ni lo juzgan,",55,60,75,35,30,25,64.5,0
Capitán Lara y R. Paz serán futuro presidente.,25,20,70,60,65,55,36.75,0
Rodrigo Paz precidente,20,15,70,65,70,60,32.5,1
Kiko asesino usted tiene que ir ala carcel junto con Arturo Murillo sin vergüenza 😡😡😡😡,65,70,70,20,15,10,74.25,-1
