Agresividad_Ordenado,Ofensa_Ordenado,Ideología_Ordenado,Constructividad_Ordenado,Empatía_Ordenado,Diálogo_Ordenado,Total_Ordenado
60.0,70.0,40.0,5.0,5.0,0.0,72.0
60.0,70.0,40.0,5.0,5.0,0.0,71.5
60.0,70.0,40.0,5.0,5.0,0.0,71.5
60.0,70.0,40.0,5.0,5.0,0.0,71.25
60.0,70.0,40.0,5.0,5.0,0.0,71.25
60.0,70.0,40.0,5.0,5.0,0.0,70.0
60.0,70.0,35.0,5.0,5.0,0.0,70.0
60.0,70.0,30.0,5.0,5.0,0.0,70.0
60.0,70.0,30.0,5.0,5.0,0.0,70.0
60.0,70.0,30.0,5.0,5.0,0.0,69.5
60.0,70.0,30.0,5.0,5.0,0.0,69.5
60.0,70.0,30.0,5.0,5.0,0.0,68.0
60.0,60.0,30.0,5.0,5.0,0.0,68.0
60.0,60.0,30.0,5.0,5.0,0.0,67.5
60.0,60.0,30.0,5.0,5.0,0.0,67.5
60.0,60.0,30.0,5.0,5.0,0.0,67.5
60.0,60.0,30.0,5.0,5.0,0.0,67.5
60.0,60.0,30.0,5.0,5.0,0.0,67.0
60.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,30.0,5.0,5.0,0.0,67.0
50.0,60.0,20.0,5.0,5.0,0.0,66.5
50.0,60.0,20.0,5.0,5.0,0.0,66.5
45.0,60.0,20.0,5.0,5.0,0.0,66.25
45.0,60.0,20.0,5.0,5.0,0.0,66.25
40.0,50.0,20.0,5.0,5.0,0.0,66.0
40.0,50.0,20.0,5.0,5.0,0.0,66.0
40.0,50.0,20.0,5.0,5.0,0.0,65.5
40.0,50.0,20.0,5.0,5.0,0.0,65.5
40.0,50.0,20.0,5.0,5.0,0.0,65.0
40.0,50.0,20.0,5.0,5.0,0.0,65.0
40.0,50.0,10.0,5.0,5.0,0.0,64.5
40.0,50.0,10.0,5.0,5.0,0.0,64.5
40.0,50.0,10.0,0.0,5.0,0.0,64.25
40.0,50.0,10.0,0.0,5.0,0.0,64.0
40.0,50.0,10.0,0.0,5.0,0.0,63.5
40.0,50.0,10.0,0.0,5.0,0.0,63.5
40.0,50.0,10.0,0.0,5.0,0.0,63.0
40.0,50.0,10.0,0.0,5.0,0.0,63.0
40.0,50.0,10.0,0.0,5.0,0.0,62.5
40.0,50.0,10.0,0.0,5.0,0.0,62.5
40.0,50.0,10.0,0.0,5.0,0.0,62.5
40.0,50.0,10.0,0.0,5.0,0.0,62.5
40.0,45.0,10.0,0.0,5.0,0.0,62.5
40.0,45.0,10.0,0.0,5.0,0.0,62.5
40.0,45.0,10.0,0.0,5.0,0.0,62.0
40.0,40.0,10.0,0.0,5.0,0.0,62.0
40.0,40.0,10.0,0.0,5.0,0.0,61.75
40.0,40.0,10.0,0.0,5.0,0.0,61.5
30.0,40.0,10.0,0.0,5.0,0.0,61.5
30.0,40.0,10.0,0.0,0.0,0.0,61.0
30.0,40.0,10.0,0.0,0.0,0.0,60.5
30.0,40.0,10.0,0.0,0.0,0.0,60.5
30.0,40.0,10.0,0.0,0.0,0.0,60.25
30.0,40.0,10.0,0.0,0.0,0.0,60.0
30.0,40.0,10.0,0.0,0.0,0.0,59.5
30.0,40.0,10.0,0.0,0.0,0.0,59.25
30.0,40.0,10.0,0.0,0.0,0.0,59.25
30.0,35.0,10.0,0.0,0.0,0.0,59.0
30.0,35.0,10.0,0.0,0.0,0.0,58.5
30.0,30.0,10.0,0.0,0.0,0.0,58.5
30.0,30.0,10.0,0.0,0.0,0.0,58.5
30.0,30.0,10.0,0.0,0.0,0.0,58.5
30.0,30.0,10.0,0.0,0.0,0.0,58.5
30.0,30.0,10.0,0.0,0.0,0.0,58.0
30.0,30.0,10.0,0.0,0.0,0.0,58.0
30.0,30.0,10.0,0.0,0.0,0.0,58.0
30.0,30.0,10.0,0.0,0.0,0.0,58.0
30.0,30.0,10.0,0.0,0.0,0.0,57.75
30.0,30.0,10.0,0.0,0.0,0.0,57.0
30.0,30.0,10.0,0.0,0.0,0.0,57.0
30.0,30.0,10.0,0.0,0.0,0.0,57.0
30.0,30.0,5.0,0.0,0.0,0.0,57.0
30.0,30.0,5.0,0.0,0.0,0.0,57.0
30.0,25.0,5.0,0.0,0.0,0.0,57.0
30.0,25.0,5.0,0.0,0.0,0.0,57.0
30.0,25.0,5.0,0.0,0.0,0.0,57.0
30.0,25.0,5.0,0.0,0.0,0.0,57.0
25.0,25.0,5.0,0.0,0.0,0.0,57.0
20.0,25.0,5.0,0.0,0.0,0.0,56.0
20.0,25.0,5.0,0.0,0.0,0.0,56.0
20.0,25.0,5.0,0.0,0.0,0.0,56.0
20.0,25.0,5.0,0.0,0.0,0.0,55.0
20.0,25.0,5.0,0.0,0.0,0.0,54.75
20.0,25.0,5.0,0.0,0.0,0.0,54.5
20.0,25.0,5.0,0.0,0.0,0.0,54.5
20.0,25.0,5.0,0.0,0.0,0.0,54.5
20.0,20.0,5.0,0.0,0.0,0.0,54.0
20.0,20.0,5.0,0.0,0.0,0.0,54.0
10.0,20.0,5.0,0.0,0.0,0.0,54.0
10.0,20.0,5.0,0.0,0.0,0.0,54.0
10.0,20.0,5.0,0.0,0.0,0.0,53.5
10.0,20.0,5.0,0.0,0.0,0.0,53.5
10.0,20.0,5.0,0.0,0.0,0.0,53.25
10.0,20.0,5.0,0.0,0.0,0.0,53.25
10.0,20.0,5.0,0.0,0.0,0.0,53.25
10.0,20.0,5.0,0.0,0.0,0.0,53.25
10.0,10.0,5.0,0.0,0.0,0.0,53.25
10.0,10.0,5.0,0.0,0.0,0.0,53.0
10.0,10.0,5.0,0.0,0.0,0.0,53.0
10.0,10.0,5.0,0.0,0.0,0.0,52.75
10.0,10.0,5.0,0.0,0.0,0.0,52.5
10.0,10.0,5.0,0.0,0.0,0.0,52.5
10.0,10.0,5.0,0.0,0.0,0.0,52.0
10.0,10.0,5.0,0.0,0.0,0.0,52.0
10.0,10.0,5.0,0.0,0.0,0.0,52.0
10.0,10.0,5.0,0.0,0.0,0.0,51.5
10.0,10.0,5.0,0.0,0.0,0.0,51.5
10.0,10.0,5.0,0.0,0.0,0.0,51.0
10.0,10.0,5.0,0.0,0.0,0.0,51.0
10.0,10.0,5.0,0.0,0.0,0.0,51.0
10.0,10.0,5.0,0.0,0.0,0.0,50.5
10.0,10.0,0.0,0.0,0.0,0.0,50.5
10.0,10.0,0.0,0.0,0.0,0.0,50.0
10.0,10.0,0.0,0.0,0.0,0.0,50.0
10.0,10.0,0.0,0.0,0.0,0.0,49.0
10.0,5.0,0.0,0.0,0.0,0.0,48.5
10.0,5.0,0.0,0.0,0.0,0.0,48.5
5.0,5.0,0.0,0.0,0.0,0.0,47.75
5.0,5.0,0.0,0.0,0.0,0.0,47.25
5.0,5.0,0.0,0.0,0.0,0.0,47.0
5.0,5.0,0.0,0.0,0.0,0.0,47.0
5.0,5.0,0.0,0.0,0.0,0.0,46.0
5.0,5.0,0.0,0.0,0.0,0.0,45.5
5.0,5.0,0.0,0.0,0.0,0.0,45.25
5.0,5.0,0.0,0.0,0.0,0.0,44.25
5.0,5.0,0.0,0.0,0.0,0.0,43.5
5.0,5.0,0.0,0.0,0.0,0.0,43.25
5.0,5.0,0.0,0.0,0.0,0.0,42.0
5.0,5.0,0.0,0.0,0.0,0.0,42.0
5.0,5.0,0.0,0.0,0.0,0.0,41.75
5.0,5.0,0.0,0.0,0.0,0.0,41.75
5.0,5.0,0.0,0.0,0.0,0.0,41.5
5.0,5.0,0.0,0.0,0.0,0.0,41.0
5.0,5.0,0.0,0.0,0.0,0.0,41.0
5.0,5.0,0.0,0.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,40.25
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,39.25
0.0,0.0,0.0,0.0,0.0,0.0,36.0
0.0,0.0,0.0,0.0,0.0,0.0,35.25
0.0,0.0,0.0,0.0,0.0,0.0,34.5
0.0,0.0,0.0,0.0,0.0,0.0,34.25
0.0,0.0,0.0,0.0,0.0,0.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,0.0,0.0,32.0
0.0,0.0,0.0,0.0,0.0,0.0,32.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
