comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
No son iguales pero son la misma 💩💩💩💩💩m....... ,75,70,85,15,10,10,80.5,-1
Si hablan las mismas barreras jajaja,60,55,75,25,20,20,68.25,-1
Red uno informe no desinforme no es MAS,10,5,50,80,75,75,20.0,1
Ambos son g1l3s cuando habré sus bocas,65,60,75,20,15,15,72.5,-1
Evo y Lara es la misma 💩💩💩💩 de porquería,80,75,90,10,10,10,84.5,-1
"Cuando nó Loza, la mujer de Evo Morales defendiendo a su hombre 🤦‍♂️",70,65,85,15,10,10,78.25,-1
"Si son identicos, tal para cual todos con discursos populistas",70,65,85,15,10,10,78.25,-1
Nunca pues va a ser igual porque Evo es más tonto narco ratero violador,85,80,90,10,10,10,86.75,-1
Cómo van a comparar un persona responsable trabajadr hogareño con el violadr de niñs,80,75,85,10,10,10,83.75,-1
Ahora k dicen aparecio otro decian aique iliminar a Evo con eso se acaba todo...,70,65,80,15,10,10,77.5,-1
Pero está vez con maduro dura. Que es eso de ser bueno con los malagradecidos.,65,60,75,20,15,15,72.5,-1
Lara es correcto y Evo es incorrecto como se van igualar pues chico,15,10,50,80,75,75,22.25,1
Estos porque opinan si no existen ellos desaparecieron el 17 de agosto,15,10,50,80,75,75,22.25,1
TUTO PRESIDENTE 🇧🇴 🙌,10,5,50,85,80,80,18.0,1
Claro qe no son iguales evo es pedofilo y narco,85,80,90,10,10,10,86.75,-1
Y los bonos 😎👀,15,10,50,80,75,75,22.25,1
"Totalmente de acuerdo que no son iguales... evo es ESTUPRO y lara no es, evo es NARCO y el lara no es",85,80,90,10,10,10,86.75,-1
Lara será mejor que evo. Y Le quitará al pueblo indígena eso es un hecho...,10,5,50,80,75,75,20.0,1
"Jajajjj cadaveres,no tal nacionalización, tiraron y siguen desmantelando a la Patria bolivia",70,65,80,15,10,10,77.5,-1
"Los dos llorones ,Evo 1 y Evo 2",70,65,80,15,10,10,77.5,-1
Masistas violadores ladrones narcos,85,80,90,10,10,10,86.75,-1
Son iguales la misma muerda,80,75,90,10,10,10,84.5,-1
"Claro, demasiado tarde, ya están identificado con el masismo, nunca más con el masistas larista.",70,65,80,15,10,10,77.5,-1
Lara es evista dictadura sindical del chapare,75,70,85,15,10,10,80.5,-1
Obvio que no se parecen nada. A Evo le gustan de 15 años a Lara le gustan sentenciadas a 15 años,70,65,80,15,10,10,77.5,-1
La red uno se hace el Opao o está provocando a los militantes del Instrumento Político EVO - Pueblo?,60,55,75,20,15,15,70.25,-1
Si creen indígenas pero son más racistas,65,60,80,15,10,10,75.25,-1
Obvio no se puede comparar uno es narco pedofilo y el otro un Paquito despistado,85,80,90,10,10,10,86.75,-1
A este HDP amarrahuato callejón oscuro 🧨,75,70,85,15,10,10,80.5,-1
Ya sabemos que está con Evo ese paco,65,60,80,15,10,10,75.25,-1
Victor Aguilar,10,5,50,80,75,75,20.0,1
