comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Eso es lo que estan haciendo estos masista como hay un gran rebaño que lo apoyan cierto?,55,50,75,25,20,15,66.5,-1
Sigue adelante JP a esta gente que abla tanto de racismo déjalo que se muerdan la lengua 😛 estas cobras 🐍 ya falta poco para festejar el triunfo todo el pueblo te apoya sin contar con las ratas 🐀 y las moscas Masista,80,85,80,10,5,5,86.0,-1
"cusndo estab evo y ahora srce no se podia hacer nada porque siempre se hizo lo que a ellos les daba la gana inponian , amenazaban ,estorsionaban y por ultimo enviaban a matar y luego se hacian a las victimas ,angelitos , ovejitas sin embargo son lobos feroses raviosos y peligrosos",85,90,85,10,5,5,89.0,-1
Es puro montaje,40,35,65,25,20,15,58.25,0
Racista,65,70,70,15,10,5,76.25,-1
Donde esta el racista Edman Lara el es unico envidioso racista.,70,75,75,15,10,5,79.25,-1
SINVERGUENZA SON LOS QUE JUNTARON AL MAS,60,65,75,20,15,10,72.75,-1
Como es la guerra sucia mientras uno quiere ser triunfador,40,35,70,40,35,30,53.0,0
Dios te bendiga Juan Pablo Velasco y te proteja de esta mafia del mas,20,15,70,70,75,65,30.5,1
"Fuerza JP, futuro vicepresidente de Bolivia!!!",15,10,70,70,75,65,28.25,1
Jaja,35,30,55,30,25,20,52.5,0
Con la bendición de Dios JP,10,5,65,80,85,75,21.25,1
Bendiciones JP,5,0,60,85,90,80,16.25,1
Cómo puede ser nuestro vicepresidente un desfalcador del banco Fasil,65,70,70,20,15,10,74.25,-1
Falta poco para que se vayan,40,35,70,35,30,25,55.0,0
Vamos sigue adelante JP no haga caso a estos q quieren el mal a la gente .... todos son los masistas dolidos,60,65,75,25,20,15,70.75,-1
Racistas,65,70,70,15,10,5,76.25,-1
Fuerza señor jp,10,5,65,75,80,70,23.25,1
"Estamos orando por J.P Dios te guarde y te cubra con su dangre poderosa, NO TEMAS NI DESMAYES DIOS ESTA CONTIGO.🙏🙏🙏🙏",10,5,65,80,85,75,21.25,1
Otro rata cora quien a vaciado banco facil,70,75,70,15,10,5,78.5,-1
No estas solo JP tenes a Bolivia en apoyo 💪❤💛💚,15,10,70,70,75,65,28.25,1
"La Red Uno no deberia tener preferencia politica, yo apoyo a Tuto, pero le atacaron mucho a Lara, y cuando aparece algo de JP no dicen nada",35,30,70,55,50,45,44.75,0
ACUSALE CON TU MAMÁ,60,65,60,20,15,10,70.5,-1
DIOS LO BENDIGA Y LO PROTEJA,5,0,60,85,90,80,16.25,1
Ya no saben que hablar,35,30,65,35,30,25,52.0,0
Tuto presidente y JP vicepresidente.,15,10,70,70,75,65,28.25,1
JP.NUESTRO VICE PRESIDENTE NATO🇧🇴🇧🇴🇧🇴,15,10,70,70,75,65,28.25,1
JP vicepresidente,10,5,70,70,75,65,26.0,1
Dios té bendiga siempre JP vicepresidente,10,5,65,80,85,75,21.25,1
VAMOS JP 💪 💪💪🇧🇴🇧🇴🇧🇴,15,10,70,70,75,65,28.25,1
Tuto presidente,10,5,70,70,75,65,26.0,1
"El debate fué claro, con un candidato serio, propositivo,",20,15,65,75,80,70,27.75,1
Dios los acompañe mí Vice PDT JP,10,5,65,80,85,75,21.25,1
Ese cuate noseve ni en la pelea de perros,60,65,65,20,15,10,71.25,-1
Y con tuto,15,10,65,65,70,60,29.5,1
"Fuerza eres todo un caballero, se te ve en los ojos la clase de persona que eres , tienes la bendición de Dios el te cuida y proteje.",10,5,65,80,85,75,21.25,1
Diga lo que digan no importa,30,25,65,45,40,35,45.75,0
Llorona quejarte atu. Mama,60,65,60,20,15,10,70.5,-1
Yooooooo votaré por JP,15,10,70,70,75,65,28.25,1
Racista.,65,70,70,15,10,5,76.25,-1
Tuto presidente,10,5,70,70,75,65,26.0,1
Red uno es una miiiiiik por qué no ponen l a verdad y co siempre publican a sus bolsillos pero señores es una manera educada de decir es más gente estúpida mi Bolivia se da cuenta de los males que están haciendo,70,75,75,25,20,15,75.25,-1
JP que yo sepa nunca escucho ensultando alos masista por ejemplo ese tal Edman y Rodrigo porque todos los masista esntán con ellos,45,40,75,45,40,35,54.0,0
Tuto presidente así será,15,10,70,70,75,65,28.25,1
Tuto presidente,10,5,70,70,75,65,26.0,1
"Dios Todopoderoso en este mundo hay mucho odio y prejuicio, todos estamos bajo tu mirada, sólo Tú, sabes lo que hay en el corazón del ser humano. Protege a la gente de bien.",15,10,65,80,85,75,23.5,1
Odiador busca pleito rrasista son los masista peleador se acuerda lo que dijo una bes tu presidente los cambitas están ocultando el arroz aceite acaso nose acuerdan de ese ahi nadie dise nada,75,80,80,20,15,10,80.25,-1
Cristalito a llorar a otra parte las malas acciones siempre tienen consecuencias 🤪,65,70,65,20,15,10,73.5,-1
Todos los bolivianos unidos podemos TUTO presidente de Bolivia siiiii,20,15,75,70,75,65,31.25,1
"Aguante JP, tiene mucho apoyo .",15,10,70,70,75,65,28.25,1
TUTO PRESIDENTE VICE JP,15,10,70,70,75,65,28.25,1
Racista,65,70,70,15,10,5,76.25,-1
Para que saber más sobre esta persona su dinero no le sirve de nada para convencer a un país,40,35,70,35,30,25,55.0,0
Red uno de Bolivia siempre fue un canal partidista racista tergiversando la información y ocultando la verdad q se puede esperar si siempre tuvo color politico,70,75,75,25,20,15,75.25,-1
"FUERZA JP!!! tu eres un profesional humilde, educado y preparado es lo que necesita nuestra amada BOLIVIA!!!",15,10,70,80,85,75,24.25,1
Tuto presidente,10,5,70,70,75,65,26.0,1
Tuto presidente,10,5,70,70,75,65,26.0,1
Racistaaaaa.... Nunca,65,70,70,15,10,5,76.25,-1
