comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
luego no se quejen llorones,70,65,80,10,10,10,78.5,-1
Tuto Presidente,10,5,75,55,50,45,34.25,0
Sucio es administrar mal una alcaldía.,60,55,75,10,10,10,73.25,-1
Lara es la guerra sucia en persona.,65,60,75,10,10,10,75.5,-1
El Lara desprestigia a Bolivia,65,60,75,10,10,10,75.5,-1
Paz y Lara presidente,10,5,70,55,50,45,33.5,0
Burro el que promueve es tu paco desertor,70,65,80,10,10,10,78.5,-1
Porque no eres más hombre y lo pones en su lugar a Lara este individuo es una lacra resentida,75,70,85,10,10,10,81.5,-1
Este cada día está más sinvergüenza que su papa,70,65,80,10,10,10,78.5,-1
"Este sonso no sabe ni donde esta parado ,solo sabe ser corrupto , mas flojo que tongo y sabe desir guerra sucia nada mas y cero propuestas para el país",75,70,85,10,10,10,81.5,-1
Tuto Presidente,10,5,75,55,50,45,34.25,0
"El neófito e incapaz para solucionar los problemas del país eres vos, que parte no entiendes.!!!.",75,70,85,10,10,10,81.5,-1
"Jajajaja, desprestigio de Bolivia dice, su oferta de nacionalización de autos chutos es lo que desprestigia al país",70,65,80,10,10,10,78.5,-1
"Ninguna guerra sucia, lo que pasa es que son lo que son un par de inútiles incapaces.",65,60,75,10,10,10,75.5,-1
"Y su perro Lari anda suelto ladrando a quien quiera, mejor colócale un bozal primero al OPA de tu LARI!",70,65,80,10,10,10,78.5,-1
"csm... otro ""espacio solicitado""... parece que MarceLitio Claure está haciendo millonarios a red uno y otros medios con éstas propagandas para el dúo paz-paco 😉 #TutoPresidente",60,55,75,10,10,10,73.25,-1
Comunistas,65,60,80,10,10,10,76.25,-1
Está mal informado este que dice cometimos errores no delitos. El que hace guerra sucia es su Tombo volteador de muñecos.,65,60,75,10,10,10,75.5,-1
El único que desprestigia Bolivia es paz que nunca responde nada y Lara ahora quiere hacer teleferico en el Titicaca wtf,65,60,75,10,10,10,75.5,-1
Los únicos sucios son su vice y el gallito masistas disfrazados,65,60,75,10,10,10,75.5,-1
"El que hace guerra re contra sucia es su vice Lary usted no quiere ver con tal de entrar al poder a como de lugar para seguir viviendo del estado ,por que después de esto que le queda ???",70,65,80,10,10,10,78.5,-1
INCAPAZ NO TIENES IDEA DE GOBERNAR UN PAIS.,75,70,85,10,10,10,81.5,-1
TUTO PRESIDENTE DE BOLIVIA Y DEMOCRACIA EL PUEBLO BOLIVIANO ESTA CONTIGO EL TIENE ESPERIENSA PARA SACAR A BOLIVIA A DELANTE DE LA CRISIS ECONÓMICA NO AY OTRO,10,5,75,55,50,45,34.25,0
Gallo tierno no te comportes como tu vice Bolivia sabe que eres el caballo de troya del mas,65,60,75,10,10,10,75.5,-1
EvoLara es el que genera toda la guerra sucia. Típico cínico masista,70,65,80,10,10,10,78.5,-1
Pelotudeces dice esta Chpaco inepto,70,65,80,10,10,10,78.5,-1
LARA YA ASEGURO LANPEGA DE SU MUJER ...YA AHORA LE VALEE SI SALE O NO ....SU OLAN ERA Q SU MUJER SEA DIPUTADA,60,55,75,10,10,10,73.25,-1
Miguel Miranda,10,5,50,55,50,45,30.5,1
Nube Nieve,10,5,50,55,50,45,30.5,1
Por cualquiera pero jamás por Tuto y su mafia corrupta que están gastando millones de dólares robados en campaña política sucia,80,75,85,10,10,10,83.75,-1
TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,10,5,75,55,50,45,34.25,0
El tilinazo II y su paco demente.,70,65,80,10,10,10,78.5,-1
TUTO PRESIDENTE 🇧🇴 🙌,10,5,75,55,50,45,34.25,0
Masistas de mrd,75,70,85,10,10,10,81.5,-1
"SI SON PAZ Y LARA QUE TODOS LOS DÍAS DIFAMAN , INJURIAN, MIENTES ,INSULTAN Y RIDICULIZAN A SU OPOSITOR ‼️😡😡😡🇧🇴",80,75,85,10,10,10,83.75,-1
🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴,10,5,70,55,50,45,33.5,0
Este sirviente del pedofilo Morales hechando la culpa al Sr.Jorge Quiroga al igual que el opa de Lara.,75,70,85,10,10,10,81.5,-1
El único que te hace guerra sucia es el Lari cada que abre su boca,70,65,80,10,10,10,78.5,-1
CLARO 👍 CLARISIMO 👍,10,5,50,55,50,45,30.5,1
"Que le diga a su perro LARI que no siga insitando a sus MASIBURROS a la ignorancia, pónganse a estudiar",65,60,75,10,10,10,75.5,-1
Si llegan al poder Bolivia está perdida.,65,60,75,10,10,10,75.5,-1
