comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Tuto Presidente de Bolivia para salvarnos de éste problema económico que nos dejan los del más,25,20,80,50,45,35,44.25,0.0
Opa,55,60,70,20,15,25,68.25,-1.0
Es un verdadero opa!!!,65,70,75,15,10,20,75.5,-1.0
No quedrá que el debate sea en su casa y que le den antes todas las preguntas y que su esposa pegue a todo aquel que hable con… Ver más,60,55,75,20,15,25,69.25,-1.0
Del que menos se piensa se espera mucho,30,25,65,45,40,50,44.25,0.0
Es la repetición de Evo. Lo peor es que aún hay gente ignorante que votará por él.,55,50,85,25,20,30,66.5,-1.0
Mas claro que no lo hará,40,35,75,35,30,40,54.25,0.0
Se cree tan importante ese zonso,60,65,70,15,10,20,72.5,-1.0
Hay hay edman lara..,50,55,75,25,20,30,64.75,0.0
Osea si le hacen una pregunta sobre como sacará a bolivia de las Crisis y no puede responder tienen que hacer otra más fácil p… Ver más,45,40,80,30,25,35,59.25,0.0
Q se cree este tipo opa,60,65,75,15,10,20,73.25,-1.0
que se haga un debate de verdad con condiciones iguales y sin favoritismos,35,30,65,55,50,45,44.0,0.0
Tiene miedo tiene miedo 😂😂,50,55,70,20,15,25,66.0,0.0
tienen razón al decir que es un KEWA.,60,65,75,15,10,20,73.25,-1.0
Jajajajaj no ira de seguro achacara a la prensa que se organizara con la oposicion para sacarle las preguntas,55,50,80,20,15,25,67.75,-1.0
Pobre Opa se le subió los humos.,60,65,70,15,10,20,72.5,-1.0
Ya no sabe qué inventar para salir del paso....es que para debatir hay que saber...y este pobre nada de nada más que chismes,55,50,80,25,20,30,65.75,0.0
Mientras más arrogante... Más demuestra la clase de gente que es....,50,45,75,30,25,35,60.75,0.0
Con ese bono de 2000 trabajaré para los muchachos de PDC daré dos o más obras mías,40,35,70,35,30,40,53.5,0.0
Payaso 🤡 🤡,65,70,65,10,5,15,76.0,-1.0
"Este está bien amaestrado por el Narcopedofilo, quiere saber las preguntas con anticipación para que estudie 🤣🤣🤣🤣",75,80,85,5,10,15,84.0,-1.0
Solo mierdazos y carajazos salen de su boca de este tipo después para debatir ideas en un debate no le hace,80,85,75,5,0,10,86.25,-1.0
"Pobre ignorante, como se nos ocurre considerar candidatos con este nivel de ignorancia, por eso estamos como estamos, este hom… Ver más",60,55,80,25,20,30,68.0,-1.0
Este Lara en la primera vuelta igual le ha pedido a JP debatir en el mercado y no fue porque es un cobarde 😡😡😡 mentiroso 😡😡😡 ignorante 😡😡😡,70,75,80,15,10,20,78.5,-1.0
Ya se está corriendo con mariconadas no vale,65,70,70,10,5,15,76.75,-1.0
Este opa que cree para poner condiciones Paco desertór desquiciado,75,80,75,10,5,15,82.0,-1.0
No tiene pantalones este lari,60,65,75,15,10,20,73.25,-1.0
este desubicado de la realidad del pais que va a poder debatir,55,50,80,25,20,30,65.75,0.0
"Este pobre hombre, quiere que los moderadores sean de las organizaciones sociales o sea con los que son más ignorantes y racistas que el.",65,70,85,20,15,25,75.0,-1.0
El que Nada tiene nada teme.,35,30,70,40,35,45,49.25,0.0
Burro ya quiere correrse,60,65,70,15,10,20,72.5,-1.0
Maricueca 😒😒😒😒,70,75,65,10,5,15,78.25,-1.0
OPA...,55,60,70,20,15,25,68.25,-1.0
Este si quiere hacer lo q el quiere andate à la M,65,70,75,15,10,20,75.5,-1.0
Debate con la GALINDO eso sería lo correcto para ambos. de cara al pueblo.,40,35,70,35,30,40,53.5,0.0
Plural ???,45,40,75,30,25,35,58.5,0.0
Sos un pobre Asnorante igual que ti tio el evaristo.,70,75,85,10,15,20,79.75,-1.0
1000 a un 🍌 podrido que no va,60,65,70,15,10,20,72.5,-1.0
* así está Lara,50,55,75,25,20,30,64.75,0.0
"Tranquilo Gato - Kewa, llorón, aunque transmitan el debate en tod… Ver más",55,50,80,20,15,25,67.75,-1.0
Bien capitán LARA,20,15,65,55,50,40,37.75,0.0
Y el miedo?? Para debatir es con cerebro,45,40,75,30,25,35,58.5,0.0
"Ya nadie quiere verte debatir, SOS muy OPA.",60,65,75,15,10,20,73.25,-1.0
Ya se fumo este tipo,55,60,70,15,10,20,70.25,-1.0
Q te creerás anda manda a tu casa,65,70,75,10,5,15,77.5,-1.0
"""Quiero al Pumacuchi y a la Antelo 😭"", exclamó el 0pa 🥴🫰🏻💸",60,65,70,15,10,20,72.5,-1.0
Con razón le dieron baja tremendo maraco había sido,70,75,70,10,5,15,79.0,-1.0
No le entra una aguja a esa argolla 🍑 🪡,65,70,65,10,5,15,76.0,-1.0
Si un tipo que aspira gobernar el.pais condidera que débatir en santa cruz o que existen terrenos y personas hostiles ...algo … Ver más,45,40,80,30,25,35,59.25,0.0
"No tiene condiciones, no le da el Tari.. propuso un debate en el Abasto, tampoco quiso ir. Nunca firmo el pacto de no Guerra s… Ver más",55,50,85,25,20,30,66.5,-1.0
"LA SEGUNDA VUELTA GANAREMOS CON EL 65 %,SOMOS-NUIL-NUEVAS IDEAS CON LIBERTAD,NUESTRA LUCHA ES CONTRA TODOS LOS CORRUPTOS,JUECE… Ver más",35,30,80,45,40,50,48.75,0.0
"Quiere debatir con moderadores plurinacionales masistas, para armar la farza, como lo han hecho siempre.",60,55,90,20,15,25,71.5,-1.0
Y q mas desea su corazon?...si alguien le hace una pregunta en la calle acaso va a pedir responder en un lugar cómodo para él?… Ver más,50,45,75,30,25,35,60.75,0.0
A este paquito no le da para debatir de política no va asistir. Lo único q save es sacar multa y estorcionar a la gente para eso es bueno este 🤡,65,70,80,15,10,20,76.25,-1.0
"Tiene miedo ir a debates, porque es preso de sus promesas, además de las múltiples denuncias de corrupción en su contra.",55,50,85,25,20,30,66.5,-1.0
Q el moderador del debate sea El señor Jhon.Arandia por q secilia y la de señora de unitel se in clinan a fabor de tuto eso se… Ver más,40,35,75,35,30,40,54.25,0.0
Jejeje,45,40,70,25,20,30,59.75,0.0
Gallina....pedazo de masista,70,75,85,10,15,20,79.75,-1.0
Maria Galindo que sea la Moderadora en Cochabamba,35,30,70,40,35,45,49.25,0.0
Ni vba ir estte kewa lloron,60,65,75,15,10,20,73.25,-1.0
"Porque le dan tanta atención si no quiere allá el, creo que a esta altura ya saben los bolivianos por quien votar 🗳️por lo mis… Ver más",40,35,75,35,30,40,54.25,0.0
Está buscando pretextos para no debatir era lógico no tiene preparación sea valiente y de la cara que miedo hay si los moderad… Ver más,45,40,80,30,25,35,59.25,0.0
Tiene miedo 😂 🤣 😂 🤣 😂,50,55,70,20,15,25,66.0,0.0
En el chapare quiere debatir.,45,40,85,30,25,35,60.0,0.0
El debate que tiene que ver con elecciones. Acaso el pueblo pede debate. Los políticos corruptos están poniendo costumbre. Bol… Ver más,35,30,75,40,35,45,50.0,0.0
Opa chistoso 🤣🤣,50,55,70,20,15,25,66.0,0.0
"Que podria debatir este que te importa? Ni con su conyuge iletrada e ignorante, no debe tener ni de qué hablar. Proferir amena… Ver más",65,70,80,15,10,20,76.25,-1.0
Anda a debatir con los laris del Mas tus eres uno y peor que ellos,70,75,85,10,15,20,79.75,-1.0
"Que va ir pues el opa si no sabe que decir, no sabe ni dónde está parado, por eso pone excusas, si no sabe nada el imbesil, sa… Ver más",65,70,80,15,10,20,76.25,-1.0
Fuerza Lara,20,15,65,55,50,40,37.75,0.0
Así quiere manejar un país Dios nos libre de este personaje,55,50,80,25,20,30,65.75,0.0
Galindo es la moderadora del debate 🤣🤣,45,40,70,30,25,35,57.75,0.0
"Pero si no queria en el mercado sin nadie q le diga nada, muy idiota el tipo, cae mal 😖",60,65,75,20,15,25,71.25,-1.0
Opa,55,60,70,20,15,25,68.25,-1.0
Miedo y cobardía,50,55,75,25,20,30,64.75,0.0
Y este ??ahora quiere en otro lugar.cree que los T.S.E.estan a su mando para celebrar donde a él le de su regalada gana??,55,50,80,25,20,30,65.75,0.0
Que va debatir mas sabe un burro de freno que este administrar un pais,60,65,75,20,15,25,71.25,-1.0
