comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
PORQUE MEJOR NO HABLAS Y NO MENCIONAR SIQUIERA DE HACER CUMPLIR LA LEY Y METER A LA CÁRCEL A EVO MORALES AYMA POR ESTUPRO Y TERRORISTA COMO TAMBIÉN DEJAR DIN EFECTO CUALQUIER CONVENIO DEL LITO DE LA JUSTICIA CORRUPTA DE LOS PROROGADOS DE LOS BLOQUEOS DE LOS MEGOSIADOS DE ARCE Y SUS HIJOS DE LOS CORRUPTOS QUE ESTAN LIBRES TAMBIÉN SI ORDENARÁN LA INTERVENCIÓN EN EL CHAPAR POR EL LA POLICÍA Y EJÉRCITO CONTRA EL NARCO TRÁFICO,65,70,80,25,20,15,73.75,-1
"Bien esos tres puntos, son un pillerio esas cosas",35,30,65,45,40,35,48.0,0
Pdc voto seguro,20,15,70,60,65,55,34.5,0
Vamos Lara la esperanza del pais,25,20,75,60,65,55,37.5,0
Muy bien porque estamos cansado de todos estos corruptos,35,30,70,45,40,35,48.75,0
Emapa está bien pero los precios deberían ser más baratos,20,15,55,65,70,60,30.25,1
Todo es una farsa...,35,30,65,30,25,20,54.0,0
Éste habla macanas ex policía tenía que ser este va crear más desocupación y pobreza es un peligro para Bolivia.,55,60,70,25,20,15,67.75,-1
Vamos LARAAAAAAA,25,20,75,55,60,50,39.5,0
Este es un copión ni van a poder gobernar un país así como estamos por culpa de este sinvergüenza del presidente,60,65,70,25,20,15,70.0,-1
Por llegar al poder es capaz de ofrecer a a su madre,55,60,65,25,20,15,67.0,-1
"Emapa puede funcionar porque digo esto porque las empresas productoras de arros de caña girasol y todos lo hacen con combustible subvencionado y por lo tanto están obligados a vender una parte de su producción al estado a un precio más razonable, si se quita la subvención entonces tendría que ser libre comercio y exportación",25,20,55,75,70,65,30.0,1
Propuestas del OPA?,40,35,65,35,30,25,54.25,0
"Tiene como 1000 propuesta pero cero plan de gobierno no sabe ni que es lo que hacen los vicepresidentes siendo abogado, paquito no más",50,55,70,30,25,20,63.5,0
Vaya si que le encanta robar pero hasta las ideas como en los exámenes,55,60,65,25,20,15,67.0,-1
* Mucho habla el que poco hace *,35,30,60,40,35,30,49.25,0
"Y sigues hablando barreras y no dices como conseguiras diésel,gasolina dolares..etc etc",45,40,65,40,35,30,54.5,0
"Ya no le den más cobertura, pierden el tiempo y le dan protagonimso",40,35,65,35,30,25,54.25,0
Ya se lo dieron su hermano QLP,50,55,65,25,20,15,64.75,0
No entiendo últimamente qué es que le ponen de corona como qué cosas por qué le ponen flores y que ya se van a morir o es que qué es lo que yo no entiendo yo como una persona mayor en qué le ponen corona flores qué es virgen rosas blancas rojos amarillas tiene uno significado no pero ese hombre no sé para qué le ponen de quién es quién es o no sé quién le escribe no sé qué lo dice tan bonito tan hermoso pero cuando a veces hombre y una mujer a veces pero más que todo el hombre prometí que promete promete su familia promete ayudarnos a nosotros o ayudarnos a todo bolivia promete en bolsillazo plata su bolsillo nada de cariño a bolivia ahora si quieren seguir mandándole florcitas pongan en coronitas espero cuando a veces uno se va no pero ahí que lo llenen de coronas porque quién es feo un hombre boliviano pone ese coronas quién haces y quién lo hace de cariño espero que sea de cariño de verdad no otras personas que son,45,40,70,45,40,35,53.25,0
Todo lo copia,35,30,65,35,30,25,52.0,0
"Este señor cuando da un discurso , es como hecharle tierra al ventilador ,.... ensucia para todos lados",50,55,65,30,25,20,62.75,0
"Debería estar internado en un psiquiátrico, Dios nos salve de una persona de esa calaña",55,60,70,25,20,15,67.75,-1
Qué pena Qué pena nunca hay que ser alcahuete de nadie,35,30,65,40,35,30,50.0,0
Esa cara de inestabilidad mental,45,40,65,30,25,20,58.5,0
"Lara dijo que Libre no tiene propuestas, ahora Lara copia las propuestas de Libre",40,35,70,40,35,30,53.0,0
Y cuantos serian certificados?,30,25,65,45,40,35,45.75,0
Bien perfecto mi capitan fuerza,20,15,70,60,65,55,34.5,0
"Deberías de investigar a tus camaradas siendo Sargentillos casas de lujo vehículos último modelo, etc, etc",45,40,70,40,35,30,55.25,0
Así es los opa copian,40,35,65,30,25,20,56.25,0
Es un charlatán,45,40,65,30,25,20,58.5,0
Ahora copiando al oponente. A ver ahora que diga como lo va hacer? No sabe ni dónde está parado este OPA!!,55,60,70,30,25,20,65.75,0
Viva Lara carajo,25,20,75,55,60,50,39.5,0
Bien capi,20,15,70,60,65,55,34.5,0
Queremos programa serio y eeeeee,25,20,55,65,65,60,33.0,1
Póngale 0 profesor girafales....,45,40,65,30,25,20,58.5,0
Muy bien,15,10,65,60,65,55,31.5,1
Excelente noticias muy bien carajo,20,15,70,60,65,55,34.5,0
VIVA PAZ Y CAPITÁN LARA NUESTROS FUTUROS GOBERNANTES.. CHAU MASITUTO A LLORAR A EEUU VENDE PATRIA...,55,60,75,25,20,15,68.5,-1
Feo perderas,35,30,65,35,30,25,52.0,0
Correcto basta de corrupcion,20,15,60,65,65,60,31.5,1
Nunca boten por un Paco,45,40,65,30,25,20,58.5,0
Este sr no tiene un programa de gobierno.,40,35,65,40,35,30,52.25,0
"El arcismo y el evismo está contigo compañero Lara, hasta la victoria.",35,30,75,45,40,35,49.5,0
Dice!!!! Pero no cumplirá,35,30,65,35,30,25,52.0,0
Cierre de Univida !!!,30,25,65,45,40,35,45.75,0
Q bien,15,10,65,60,65,55,31.5,1
Pura copia,35,30,65,35,30,25,52.0,0
Propone Bono para todos los de YPFB y EMAPA,25,20,65,50,45,40,41.5,0
"Excelentes propuestas, se tienen que hacer auditorias y cambios en muchas reparticiones del Estado.",20,15,60,75,75,70,27.5,1
"No te precipites con cuidado,rodeate de gente que quiere de verdad a su país,no de oportunistas.",25,20,55,70,75,70,30.0,1
Eso muy bueno apoyo esa propuesta pero cuando gane cumpla esa propuesta,20,15,55,70,70,65,28.75,1
"Copión lari,lari y boca suelta.",50,55,65,25,20,15,64.75,0
"Cada semana propone lo que le da la gana, sus discursos sin fundamento",45,40,65,35,30,25,56.5,0
"Full copie este muchacho....vaya, estudie y vuelve cuando haga su tarea.",50,55,65,30,25,20,62.75,0
Capitán Lara Dios está contigo,20,15,70,60,65,55,34.5,0
"Bolivia esta quebrada y sus propuestas son pinceladas, necesitamos reformas estructurales!!!",30,25,60,65,65,60,36.0,0
Dios nos libre de este otro Evo,45,40,75,35,30,25,58.0,0
Propone lo que se le viene ala mente,40,35,65,35,30,25,54.25,0
"Este señor tiene que tener la capacidad de escribir y presentar un plan. Que, como de donde",35,30,65,45,40,35,48.0,0
Me vale,30,25,60,35,30,25,49.0,0
"Las propuestas lo tiene que decir Lara personalmente no las prensas compradas por Tuto, se nota que son corruptos y se hacen sobornar, por eso no quieren que entre Lara para que eliminé la corrupción.... Eh dicho",55,60,75,30,25,20,66.5,-1
"Todo lo que Tuto dijo está repitiendo, no tienen plan de gobierno..auditoria para todos los azules..",45,40,70,35,30,25,57.25,0
Excelente,15,10,65,60,65,55,31.5,1
Este lara llevó a sus Candidatos a diputados y senadoria puro como Anita Crispin Victor Huaranca Dionicia Chura Hedelberto Marques Feorela Edgar Morales y otros grandes mafiosos nosotros no queremos ladrones ni inútiles por este motivo no apoyaremos en la segunda vuelta,60,65,75,25,20,15,70.75,-1
Pura promesa que el mismo no lo cumplirá... Tiene una boca tamaño oceánica puro bla bla bla,50,55,70,25,20,15,65.5,0
Este pacpacoooo,50,55,65,25,20,15,64.75,0
No sabe dónde está parado. Quiero verlo en los debates.,40,35,65,40,35,30,52.25,0
Muy bien,15,10,65,60,65,55,31.5,1
Ahora ya le está empezando a copiar a Tuto eso es propuesta de Tuto,40,35,70,40,35,30,53.0,0
"No hay politicas de estado propuestos que se requieren, este es un teletubie tribilin",50,55,70,30,25,20,63.5,0
"Ya no es divertido, ya es triste",35,30,65,40,35,30,50.0,0
Biennnnnn,15,10,65,60,65,55,31.5,1
"El burro todo puede proponer , otra cosa es la realidad .",45,40,65,35,30,25,56.5,0
Lo dudo que haga no le crean nada,35,30,65,40,35,30,50.0,0
Este cuando cuando habla es de cuidar.,30,25,65,45,40,35,45.75,0
