comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Carajo Evo fue mejor presidente de todos los expresidente de Bolivia desde 1825, seguido Víctor Paz Juan José Torres y los dem… Ver más",40,35,85,35,30,40,55.75,0.0
Dijinotaba mente eres un tonto y queda y sarna anda primero a la colimba y qué es la moral militar para nos cobarde,70,75,75,15,10,20,77.75,-1.0
Sin evo no puede vivir ajajaajaj,45,40,75,30,25,35,58.5,0.0
Hay el amor te entiendo Kiko o Tuto 😅😅😅 difícil olvidar...,40,35,70,35,30,40,53.5,0.0
Evo estuvo 14 años de presidente en cambio tuto solo un año de presidente por que el gran bandera falleció pero en 3se año hiz… Ver más,40,35,80,35,30,40,55.0,0.0
Como el Bombón te tragaras tus palabras baboso kiko,55,60,75,25,20,30,67.0,-1.0
Este tipo está bien celoso no sabe que Aser porque ya sabe que va perder en las elecciones Rodrigo presidente,45,40,75,30,25,35,58.5,0.0
Pobre iluso debe ser uno más de sus amarraguato po eso lo alaba tienes razón fue el mejor precidentes en robar en violar la co… Ver más,60,65,80,20,15,25,72.0,-1.0
Crees que tu vas ganar vamos lara,40,35,70,35,30,40,53.5,0.0
Sonseras hablas hijito de Banzer cuando maduraras políticamente nunca aportaste en nada Pará Bolivia es una pena una derecha i… Ver más,55,50,80,30,25,35,63.75,0.0
"ay kiko das mucha pena, desayunas con evo, almuerzas con evo, cenas con evo, y creo que evo es tu peor pesadilla y aunque evo … Ver más",50,55,80,25,20,30,65.5,0.0
TUTO PRESIDENTE 💪🇧🇴,15,10,75,60,55,45,35.0,0.0
cada pavada que habla este kiko… Ver más,45,40,75,30,25,35,58.5,0.0
Tuto si es un loco como puede amenazar al que le salvo de los 8 ficios que tenia tuto lo que tiene que decir es vamos ha hit … Ver más,55,50,80,25,20,30,65.75,0.0
Metan preso de una vez al pedófilo,50,55,80,25,20,30,65.5,0.0
No. TUTO QUIROGA. Para. Presidente. Muchas. Injusticia. 30. Años. Con sueldo de. 25 mil. Juegosos. Bs. No para. P… Ver más,45,40,75,35,30,40,56.5,0.0
Ya fuiste presidente y no hiciste nada,50,55,75,25,20,30,64.75,0.0
"El tutu sin cerebro sin memoria, tutu usted sabe bien clarito tu papito te mando",60,65,75,20,15,25,71.25,-1.0
Ni cagando x tuto,55,60,75,20,15,25,69.0,-1.0
Vende patria sabemos que vas a cerrar muchas empresas y sabemos que vas a durar 2 años los alteños te vamos a sacar mierda,75,80,80,10,15,20,81.25,-1.0
Vamos TUTO FUTURO.PRESIDNTE,20,15,75,55,50,40,39.25,0.0
Si es así tendrás muchos votos TUTO,25,20,75,50,45,40,43.0,0.0
"Tuto es la salvación,para liberarnos completamente del mas,y los 20 años de saqueo.",30,25,85,45,40,45,47.75,0.0
Tuto Presidente 🇧🇴 🇧🇴 🇧🇴,15,10,75,60,55,45,35.0,0.0
Rodrigo presidente,15,10,65,60,55,45,33.5,0.0
Tuto Presidente les guste o noooooooo,30,25,75,45,40,45,46.25,0.0
Este Hdpta hasta en YouTube no deja mirar tranquilo 🤬🤬🤬,65,70,75,15,10,20,75.5,-1.0
Kikin q te importa su voto de Evo habla de esta crisis económica como saldremos de esta presenta propuestas.,40,35,75,35,30,40,54.25,0.0
Este Tuto me llega al huevo no puedo ver ni Youtube tranquilo hasta cuando quiero hacer justicia con mi propia mano me aparece… Ver más,70,75,75,15,10,20,77.75,-1.0
Y pensar que fue evo quien le dio amnestia 😂,40,35,75,30,25,35,56.25,0.0
El que va pagar sos vos en el reino de satán satánico dónde estarás muy feliz infeliz que no te das cuenta o te hacés delegad… Ver más,60,65,80,20,15,25,72.0,-1.0
El kewa es el que deja que su mujer se acueste con otros,65,70,70,15,10,20,74.75,-1.0
Yo ede votar x paz y lara,15,10,65,60,55,45,33.5,0.0
No es que haya delitos u otro. El voto no es para el porque Los prestamos tenemos hasta el cuello y ahora encima prestarse del… Ver más,40,35,75,35,30,40,54.25,0.0
Yoooo,25,20,70,45,40,45,43.25,0.0
Vamos TUTO PRESIDENTE,15,10,75,60,55,45,35.0,0.0
"Creo que hay una inclinación notoria hacia Tuto Quiroga, el sr. Lara se aplazó al prometer lo que no se puede cumplir, entonce… Ver más",35,30,75,40,35,45,50.0,0.0
Y tus delitos tutito,45,40,75,30,25,35,58.5,0.0
🤗Con TUTO 💪,20,15,75,55,50,40,39.25,0.0
Tuto presidente de la República de Bolivia Dios bendiga a mi país 🙏,15,10,75,60,55,45,35.0,0.0
Tu eres su cómplice así que no te hagas a los inocentes,50,55,80,25,20,30,65.5,0.0
Bien Tuto así es una autoridad,25,20,75,50,45,40,43.0,0.0
Tuto presidente 🇧🇴 👍 💪,15,10,75,60,55,45,35.0,0.0
Desesperacion en las filas 🫣,35,30,70,40,35,45,49.25,0.0
Tuto es otro ladron pregunten donde bibe su familia el se aparesio para las elxciones,55,60,80,25,20,30,67.75,-1.0
Tuto vende patria,60,65,80,20,15,25,72.0,-1.0
Oyemaricor paresequeandás henámorado del EVO porque patodo es. EVO. Máleante,55,60,80,25,20,30,67.75,-1.0
"Tuto, tú le gestionaste el avión para que fugue, a qué juegas?",50,55,80,25,20,30,65.5,0.0
"Bellezaaaa, así tiene que ser, ese Evo debe estar haciendo sus rituales con las hojas de coca y los sullos para que Tuto no gane 😅",40,35,75,30,25,35,56.25,0.0
Oooo para no creer y a el le hicieron pagar sus delitos jajaja,45,40,75,30,25,35,58.5,0.0
BIEN DICHO !!!!!!!,25,20,75,50,45,40,43.0,0.0
Creo que te volviste loco por Evo Morales,45,40,75,30,25,35,58.5,0.0
Tuto...el innombrable va votar en blanco..no te rompas tanto la cabeza,40,35,75,35,30,40,54.25,0.0
Si tuto es amigo de Evo,45,40,80,30,25,35,59.25,0.0
Tuto presidente 🇧🇴,15,10,75,60,55,45,35.0,0.0
Cachetón vas a perder claringo está Rodrigo y Lara presidente,45,40,75,30,25,35,58.5,0.0
"Pobre tipo!!!, bla, bla, bla……",50,55,70,25,20,30,64.0,0.0
"Hay si claro, conmigo iras preso. Ya quiero ver eso.. piensa bien antes de hablar.. ese hombre está más resguardado qué voj. E… Ver más",55,60,80,25,20,30,67.75,-1.0
Pero el voto por Ley es secreto no se puede revelar a nadies,30,25,65,45,40,45,44.75,0.0
El futuro PRESIDENTE es TUTO QUIROGA Y JP VELASCO es el VICEPRESIDENTE,20,15,75,55,50,40,39.25,0.0
Y este sr tuto Quiroga cuando va a pagar también su delito x el golpe de estado. Xq fué su vocero de ara añez . Y Murillo Jorg… Ver más,55,50,85,30,25,35,64.5,0.0
La señora señorita Gloria q duerma una noche chie con arce o tuto y q le aga un hilo,60,65,70,20,15,25,70.5,-1.0
Compañero Tuto dejemos la guerra Sucia para que molestar a este tipo no tiene ni graciapara este habla su Llunkho Loza es… Ver más,40,35,75,35,30,40,54.25,0.0
Chismes de la chusma 🤦🪰🗑️,45,40,70,30,25,35,57.75,0.0
Que.alterado.norte..americano.tu.no.eres.boliviano.sabes.tu.trabajas.para.emperio.,55,60,80,25,20,30,67.75,-1.0
Estd ya fue presidente no iso nada solo mando matar gente,65,70,80,20,15,25,74.25,-1.0
"Como cuando te peleas con tu proveedor de sustancias, ahora quieres que caiga porque ya no te da tu tajada, Pero descubres que… Ver más",50,45,75,30,25,35,60.75,0.0
CAPACIDAD..EXPERIENCIA...TUTO PRESIDENTE....!!! YEESSS,25,20,75,50,45,40,43.0,0.0
