comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Es con TUTO QUIROGA. El estadista que tiene un plan para el progreso de Bolivia y los bolivianos.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Anda re trauamadito con evo, parece que más al contrario es fanático de evo evo evo y evo solo menciona ese nombre.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
evo tu maestro,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Cachetón Tuto parásito dinosaurio privatizador de agua mejor estate calladito sanguinario golpista élite del gobierno de Banzer y del gobierno de facto Añez.,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
TODOS APOYEMOS A DE RODRIGO PAZ,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
"Sin EVO no es nada el asTuto , por éso habla cada día de EVO",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Para éste corrupto neoliberal....piensa que la prioridad es Evo Morales .....cuando existe situación urgentes para priorizar como el asunto de crisis profunda que vive el ...País....caso Moreles es un situación de la justicia y no así del poder politico,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto ya fue señores....!!! Tantos años fuera del país no se le quito lo vulgar o este tipo de personaje atrae gente? Porque política o propuestas políticas no ofrece solo se me oye su sed de vengaza. sabe lo que es?. Campeón de los paradorcitos sin vergüenzas ahí si gana. Aunque a todos ya los hizo olvidar los cargos responsabilidades q tiene desde q fue gobierno con banzer luego con añez ahhh y el tumbe del banco fassil. A este tipo apoyan??? Q pena de verdD,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Rodrigo se orina al hablar de evo🤣🤣,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
NERVIOSO DESESPERADO... TUTO SABE QUE VA HA PERDER.... SU TEMBLEQUE LO DICE..,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Hector Mamani Estos Laris no entienden.. Ja jajjjj,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Igual no vas a ser presidente Mostrenco,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Tuto presidente,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"Tuto Quiroga ya, debería renunciar a, su renta vitalicia..... Ya, no, más polémica",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Le falta coca a esos cachetes..,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
TUTO PRESIDENTEEEEEEEEEEE!!! Unicoooooo Genteeee!! Ya no mas Isquierdista Socialista como el PDC de Rodrigo Paz!!,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Quiko está cada ves más desesperado por qué sabe que el pueblo Boliviano no votará por el,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Cuando no hay propuesta claro la solución es debatir de evo por mas que sea lo que dicen ya no tiene sentido cuando en la presidencia no tendra su gente peor ni partido tiene 🤣🤣,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
El evo no sta gobernando,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
En Tarija debajo del puente,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Se nota muy cansado 😩,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Mejor que de batán sobre el violador ambulante de Ratacora jajajajaja,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Me tiene arto con eso del Evo estás sanguijuelas a quien le importa Evo,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Todos hablan de Evo y que hay de catacora y todos los que robaron al estado lo banco fassil lo de banco unión la gestora quien fue que prestó plata a banco fassil caso ypfb fondo indígena lo del mutun lo de la reina del norte,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto privatizador mi voto es no,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
Y tambien hablen sobre los bancos desaparecidos...asi de FASSIL gggg,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
"EL DINOSAURIO GORGE TUTO QUIROGA RAMÍREZ ESTÁ ENAMORADO DE EVO DIA Y NOCHE EVO SIN EVO NO PUEDE VIVIR ES SU AMOR PLATÓNICO. ,😂🤣",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"No asustas Rodrigo, lo mandas a la m...... Y punto.",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Oh es que tuto quiere eso ???,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
TUTO PRESIDENTE!!!,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Tuto no puede hacer nada sin Evo quiere usarlo a Evo para su campaña,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Idiota... Q vaya a debatir con trumph,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
TUTO SERÁ PRESIDENTE POR EL VOTO CONSCIENTE E INTELIGENTE DE LA LINDA GENTE DE BOLIVIA!!!!,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Sin hablar de Evo no puede estar ni un día este privatizador Kikin,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
El tema tiene q ser preciso y de cara a la crisis económica social y tema de los recursos naturales eso tiene q debatir no hablar de un maleante como lo es el pedofilo de Evo morales ayma debatan algo interesante y no metiendo a un violador profugo de la justicia,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
https://www.facebook.com/share/v/14JF1iBuhCA/,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
"Es con Tío Tuto Señores, se obtendrá más seriedad y responsabilidad ante la crisis galopante que nos dejó el masismo🤨🧐🤷🏻‍♂️🧠🤝🏻💪🏻💪🏻🥇🇧🇴🇳🇬🤍❤️💙🎖️🥥🧉🫖📿",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"""Todo está en manos de Evo Morales.""",70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
#TutoPresidente2025,75.0,70.0,85.0,15.0,10.0,20.0,79.5,-1.0
El pueblo soberano boliviana y Bolivianos sabemos votar por jorge tuto Quiroga Ramirez ES EL LADRÓN ENTRA A ROBAR TODO NUESTRO REQUIZA NUESTRO LITIO VENDÉR A ... ESTADOS UNIDOS...NO VOTAR POR LADRÓN,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
https://www.facebook.com/share/v/1W1HVbdsiv/,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
Tuto solo se preocupa de Evo ...si sigues asi ....restaras mas votos ...,90.0,85.0,90.0,5.0,0.0,5.0,91.5,-1.0
Y debatir del sueldo q ganas del estado por estarte rascando las pelotas no quieres verdad,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
#TutoPresidente,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
Este facho golpista sueña con Evo .almuerza .desayuna cena.con Evo .porq.no lo hace para su marido y así estará más feliz .,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
"Guerra sucia de Tutito, TUTO que responda por la enajenación de Yacimientos y los PETROCONTRATOS. Evo dictó un D.S. ilegal de ANMISTIA PARA TUTO, ahora ambos tienen que ir del brazo a la cárcel. https://www.facebook.com/share/r/1GtiCbhTax/",85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
"AsTuto guardian de la bragueta de Evo, vive soñando con el, día y noche",80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
Que estupideses dicen vuelve EVO PRESIDENTE,75.0,70.0,80.0,15.0,10.0,20.0,78.75,-1.0
ANDA TRABAJA GOLPISTA EL PRESIDENTE YA ES EL ELEGIDO POR LOS BOLIVIANOS EL LIC RODRIGO PAZ PEREIRA,80.0,75.0,85.0,10.0,5.0,10.0,84.25,-1.0
ESTE GOLPISTA EL 17 DE AGOSTO DEL AÑO 2025 EL PUEBLO BOLIVIANO LO APLAZO PORQUE LO CONOCE BIEN,85.0,80.0,85.0,10.0,5.0,10.0,86.5,-1.0
https://eju.tv/2010/09/los-descubridores/?sfnsn=wa&fbclid=IwZXh0bgNhZW0CMTEAAR0B693-NX1dIib5Aua83S-icxsUcdhNSEucXyMWLgFAunGtG0XKJXzF7Ug_aem_PfcxAWEm9SVgSjyHdzqLNw,70.0,65.0,80.0,20.0,15.0,25.0,74.5,-1.0
