comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
El gallito tiene el mismo discurso que el evofilo tengan cuidado no entreguen su voto al los nuevos masistas,55,50,75,25,20,25,65.5,0
"No será para todos los azules de nuevo,.",45,40,65,20,20,25,60.5,0
Mas loco que su candidato a Vice,60,55,70,15,10,10,71.5,-1
Ganaremos carajo,55,50,70,25,20,25,64.75,0
"Estos solo incentivan el odio y la discriminación es ves de eliminarla, hoy en día la gente de ciudad odia a los campesinos por qué piensan que todos apoyan al socialismo (MAS=PDC), incluso en las marchas de protesta piensan que son unos de ellos.",35,30,65,65,55,50,41.0,0
Vuelve el masismo y Evismo con Rodrigo Paz y continúa ibremente el narco tráfico en bolivia así mismo la pobreza osea nada cambiara en las gestiones 2026 y 2030 seguiremos un país atrasado como siempre sin inversión extranjera .,45,40,75,35,30,35,57.0,0
Fuerza Rogrigo Paz presidente,10,5,65,55,50,45,32.75,1
"Increíble que los opas votaron por esos azules ,está bien toda su vida serán imbéc!ls",80,75,90,10,10,10,84.5,-1
¡Tuto Presidente! 👌🏻🇧🇴💪🏻,10,5,75,55,50,45,34.25,0
Ya es hora de resignarse cheguebaras 👎👎👎,60,55,80,15,10,10,73.0,-1
De una vez con Rodrigo,15,10,65,55,45,40,36.0,0
"Bien dicho querido Rodrigo ya lo tenemos cocinado ya ganamos tranquilidad , estos tipos están calentitos saben que ya perdieron , este tuto Rama cerca lo pudrió todo atacando a Rodrigo querido vamos a ganar a triunfar a triunfar a triunfar arriba Edman querido tranquilo no se peleen por favor Atte Rene chau buenas noches ganadores",25,20,55,65,60,55,34.0,0
Rodrigo presidente,10,5,70,55,50,45,33.5,0
"Ummm con carajos nos sacará de la crisis, masiburro infiltrado",75,70,85,10,10,10,81.5,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
"El problema es que Lara ya nos demostro todo lo contrario a lo que discursa el Sr Paz y por cuenta propia, no apoyaría a un gobierno que yá adoptó a políticas masistas y sus militantes y que cambian el tema o tiemblan cuando se habla de encerrar a Evo Morales, mi voto será para Tuto.",35,30,65,65,55,55,40.5,0
"El flojo que vive del estado gana 20,000 bs y no va trabajar",65,60,75,10,10,10,75.5,-1
AQUI SIIIIIIII ES 💪🏻🇧🇴TUTO PRESIDENTE 🇧🇴 BOLIVIA LIBRE 🙌🏻🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴💪🏻❤️,10,5,80,60,50,45,34.0,0
"Lo que necesitamos es escuchar sus propuestas para gobernar, si piensa que ganará las elecciones y, sobre todo, explicarlas!!!",20,15,55,70,60,55,30.75,1
RODRIGO PRESIDENTE 💪👍💪💪👍👍👍,10,5,70,55,50,45,33.5,0
Decepción rodrigo una pena sin principios ni valores,55,50,70,25,20,25,64.75,0
Que opa carajooo,70,65,75,10,10,10,77.75,-1
Tuto presidente,10,5,75,55,50,45,34.25,0
Sr. R. Paz primero debe explicar al pueblo por que en sus asambleistas hay gente del MAS y son varios,40,35,65,60,45,40,46.25,0
Pollo ladron mucho habla este cojudito .tuto va ganar,75,70,85,10,10,10,81.5,-1
Mismo discurso que el MAS,40,35,65,25,20,25,57.25,0
Cállese hombre horrible.🌚,75,70,80,10,10,10,80.75,-1
Hechos los tipos los FRAUDULENTOS!!,70,65,85,15,10,10,78.25,-1
Vamos,10,5,55,45,40,40,34.75,0
TUTO PRESIDENTEEE...,10,5,75,55,50,45,34.25,0
Nadie mejor que Tuto Presidente 💪,10,5,75,55,50,45,34.25,0
As vale un país con paz que un país convulsionado,10,5,55,65,60,55,27.25,1
"Fracasados ,facista ,derechitas ,repugnantes inútiles pro yankis juntos a tuto la mis hdp vende patria rastrero 🤮🤮💩💩💩",90,85,95,10,10,10,89.75,-1
LA MISMA WUEVADA,65,60,75,10,10,10,75.5,-1
Por racismo jajajajjajajaaja y ellos son los primeros en discriminar,55,50,70,20,15,20,66.75,-1
Mentira,50,45,65,20,20,20,63.25,0
"Señor protegenos de esta gente llena de masistas. Queremos trabajar, salir de esta gente que solo entra a quedar impunes de sus fechorias.",45,40,70,50,45,40,51.25,0
"Dios no te permita gobernar nunca este país, AMÉN",80,75,85,10,10,10,83.75,-1
mejor voto por tuto,10,5,70,55,50,45,33.5,0
Rodrigo y el LARI son iguales .. Dios los cría y ellos se juntan,60,55,75,15,10,10,72.25,-1
Tuto Presidente,10,5,75,55,50,45,34.25,0
