comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Túto presidente,15,10,75,60,55,45,35.0,0.0
OPA y KEWA,60,65,70,15,10,20,72.5,-1.0
Opa!!!,55,60,70,20,15,25,68.25,-1.0
No va a firmar ese loco es un cobarde 😡😡😡,60,65,75,20,15,25,71.25,-1.0
De que democracia hablan cuando son los primeros en hacer guerra sucia,50,45,80,30,25,35,61.5,0.0
Es un pobre resentido conntoda la sociedad,55,60,75,20,15,25,69.0,-1.0
"Es un vergüenza que un candidato actúe como un chiquillo resentido y frustrado, porque su enamorada lo mandó al diablo.",60,65,75,25,20,30,69.25,-1.0
"Ya sabemos quein es Lara un cachorro de Evo Murales, un cerviente más de Rusia y de China",55,60,85,25,20,30,68.5,-1.0
Es un malcriado no respeta ni a su propia gente,55,60,75,20,15,25,69.0,-1.0
"Mejor para qué no es obligatorio firmar, la guerra sucia del fracasado político de tuto Quiroga, que siga nomás, ya sabemos por quién votar",50,45,80,30,25,35,61.5,0.0
Es bla bla. Pienso también que no va firmara,35,30,70,35,30,40,51.25,0.0
No firmará ese loco paquito. Está siguiendo los mismos pasos que jefe el evaristo..,55,60,80,25,20,30,67.75,-1.0
Peor Tuto se burló con su firma,45,40,75,30,25,35,58.5,0.0
"Miedo, .... que va cumplir ese se defiende amenazando y hablando wvds",50,55,75,25,20,30,64.75,0.0
Los únicos que defienden a este son los que andan prendidos de lo mismo 🇪🇪🇪🇪 PDC. Proceso de cambio,45,40,80,30,25,35,59.25,0.0
Todos son coruptos sean masismos tutismos arcismos los electos son coruptos,50,45,75,35,30,40,58.75,0.0
DEBERIA HABER SANCIÓN PARA EL PDC,45,40,80,30,25,35,59.25,0.0
"A este paso Después de la elecciones va tener que ser, tawichi esta inclinado al PDC",40,35,75,35,30,40,54.25,0.0
Masist de damier,55,60,85,25,20,30,68.5,-1.0
Kewa lari lloron masista,60,65,80,20,15,25,72.0,-1.0
Y por que no explica el TSE que pasa… Ver más,35,30,70,40,35,45,49.25,0.0
Y de que sirve esa firma si el tuto siga atacando a Capitan Lara por mediante de medios de comunicación siga atacando se metie… Ver más,45,40,75,35,30,40,56.5,0.0
"Un tse que no se hace respetar, el lara se rie de ellos mientras sigue insultando y difamando a todos",50,45,80,30,25,35,61.5,0.0
"no firmara nada porque es un analfabeto , y retonto",65,70,75,15,10,20,75.5,-1.0
Mentirosos,45,40,70,25,20,30,59.75,0.0
Este resentido social que va a firmar,55,60,75,20,15,25,69.0,-1.0
Ese opa no vale nada,60,65,70,15,10,20,72.5,-1.0
"Que va a firmar, si su palabra no vale nada. Este individuo solo sabe rejurjitar estupideces.",55,60,75,20,15,25,69.0,-1.0
Si no quiere firmar es de esos que no respetan las leyes,40,35,75,35,30,40,54.25,0.0
Y que pasaría si no firma?,30,25,65,40,35,45,46.25,0.0
El es sabio,25,20,70,45,40,45,43.25,0.0
"Que firme, si es correcto lo dice, prensa corrupta, algunos periodistas corruptos, algunas autoridades corruptas. Justicia com… Ver más",40,35,80,40,35,40,53.5,0.0
Hace lo que le da la gana escudándose en su falsa humildad y haciendose la víctima igual que evo,55,60,80,25,20,30,67.75,-1.0
Con eso quieren callarlo a Lara por favor la gente se da cuenta de las cosas que pasan F… Ver más,35,30,75,40,35,45,50.0,0.0
"Qué firme para frenar la guerra sucia entre ellos, por qué no ganarán nada más bien les restarán menos cotos a estos candidatos a la presidencia.",40,35,75,45,40,45,50.75,0.0
Lara perderá 😹,45,40,70,25,20,30,59.75,0.0
No va firmar si el es creador de la guerra sucia🤣🤣🤣🤣aparte de ser un llorón y el falso humilde.,55,60,75,20,15,25,69.0,-1.0
No firmara ningun acuerdo porque su campaña se basa en guerra sucia este huevon pipolar,60,65,75,20,15,25,71.25,-1.0
Adelante Lara !!,25,20,65,50,45,40,41.5,0.0
Es un cobarde no creo vaya a firmar,50,55,75,25,20,30,64.75,0.0
"déjenlo en paz a este pobre Lara, se está quemando solito",45,40,70,30,25,35,57.75,0.0
Es cobarde cuando esta rodeado con un crupo de gente se cree machote comiensa a lansar brabuconadas y amenazas pero cuando se… Ver más,55,60,75,25,20,30,67.0,-1.0
No puede firma,40,35,70,30,25,35,55.5,0.0
el no es de la democracia.… Ver más,45,40,75,30,25,35,58.5,0.0
Rodrigo Paz y Capitán Lara 💪💪💪 Presidente 🇧🇴🇧🇴🇧🇴👏 de Bolivia.,20,15,65,55,50,40,37.75,0.0
No podemos obligar a que firme a uno..,30,25,65,40,35,45,46.25,0.0
TUTO QUE RETIRE DE GOOGLE ANTES.,35,30,75,35,30,40,52.0,0.0
"Lara ya dijo q solo hace caso a su amo Evo morales, así q se aguantan nomás",55,60,85,25,20,30,68.5,-1.0
No es serio parece un hualaycho,50,55,70,25,20,30,64.0,0.0
Jajajaja nunca lo hara este capitánsito T'ara,55,60,75,20,15,25,69.0,-1.0
No es hombre de palabra es un cobarde,55,60,75,20,15,25,69.0,-1.0
Tuto presidente,15,10,75,60,55,45,35.0,0.0
Le vale a él nunca le intereso hacer ello y el que tanto se quejaba de guerra sucia el es el principal instigador a la guerra sucia,50,45,80,30,25,35,61.5,0.0
Es en vano..anbos candidatos se hacen guerra sucia.,40,35,70,35,30,40,53.5,0.0
Mejor por que no se arrodillan para que firme como si no fueran autoridades de todos modos firme o no este mentiroso empedernido no cumplirá,55,60,75,25,20,30,67.0,-1.0
El sucio sos vos pacomaleante,60,65,75,15,10,20,73.25,-1.0
Qué se puede esperar de un Lari desertor ????,55,60,75,20,15,25,69.0,-1.0
Yyyyyyyy ya deberían sancionarlo o bajarlo a ese ignorante solo quier pelearce y tomar revancha con los policías,50,55,80,30,25,35,63.5,0.0
Que espera TSE debería sancionarlo por irresponsable,45,40,75,35,30,40,56.5,0.0
Que se mete bolivision gente metiche dejen que ellos hablen x si solos muy metiches son,40,35,65,35,30,40,52.75,0.0
Bamos. Con. Capi. Lara. Bolivia. Te. Queremos. Y. Te. Nesitamos,25,20,65,50,45,40,41.5,0.0
Es un cobarde pues si el mismo se queja de la guerra sucia y no quiere firmar es por q no es y no será buen gobernante,45,40,75,35,30,40,56.5,0.0
"Tahuichi quiere la firma para que un día no vaya ala cárcel,quiere respaldo de estos candidatos.",50,55,75,25,20,30,64.75,0.0
Su pequeño mani ya no lo deja pensar con coherencia,45,40,70,30,25,35,57.75,0.0
Aunque firme su lengua tiene decisión propia...,35,30,70,35,30,40,51.25,0.0
Xq es un irresponsable no le da la gana,45,40,75,30,25,35,58.5,0.0
No firmara el.LARI,50,55,75,25,20,30,64.75,0.0
GIF,15,10,65,40,35,35,40.5,0.0
No debe saber firmar.🤣🤣🤣🤣,55,60,70,20,15,25,68.25,-1.0
"De que sirve firmar esa vaina, si la guerra sucia está en los comerciales de YouTube y toda las redes difamando ak PDC.",45,40,75,35,30,40,56.5,0.0
"ME LATE QUE ESTE CANAL TIENE MILITANCIA , POR QUE TIENE INCLINACIÓN A SU TUTO 😉",40,35,75,30,25,35,56.25,0.0
Capitán Lara vice presidente,20,15,65,50,45,40,39.25,0.0
Cada cosa que quien obligar estos ?,30,25,65,35,30,40,48.25,0.0
Que boca Sr Lara tanto trabajamos en la primera vuelta yo creo ahora estás lejos el pez muere por su propia boca que pena,45,40,75,30,25,35,58.5,0.0
Decir sus verdades a tuto no es guerra sucia lo que pasa que ese tiene Alzheimer,45,40,75,30,25,35,58.5,0.0
W3bada con. Bolivsion,35,30,65,30,25,35,52.5,0.0
SIGANLE ROGANDO AL PACO INDISCIPLINADO Y SIN RESPETO POR NADIE,55,60,75,20,15,25,69.0,-1.0
