comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Lo diré: “ UN HOMBRE PREPARADO,CULTO , TENÍA BUENAS PROPUESTAS perdió la batalla por culpa de su VICEPRESIDENTE … tenemos arra… Ver más",30,25,85,45,55,40,46.75,0.0
De todos los que te hemos apoyado querido Tuto.,15,10,75,50,75,45,35.0,0.0
"Excelente expresidente con mucha sabiduria, experiencia y todo un caballero.",15,10,80,55,70,50,34.75,0.0
"Tuto, gracias 🙏 por todo el valor, fuerza, dedicación y amor por nuestro país. Así como tú , muchos Bolivianos no podemos cre… Ver más",20,15,85,50,65,45,39.75,0.0
"De muchos TUTO, hubo fraude no podemos permitirlo",35,30,85,40,50,35,51.0,0.0
"No perdió usted señor Quiroga perdió nuestra amada Bolivia.🇧🇴 cuando estemos en el piso recién despertarán ahora a sufrir las… Ver más""",40,35,85,35,45,30,55.25,0.0
Mi corazón está partido en mil pedazos cinco años de hambre,25,20,80,30,70,35,45.75,0.0
"Era nuestra última oportunidad para sacar al Socialismo tirano ,sitiador ,… Ver más",35,30,90,35,50,30,53.25,0.0
"Lloro de impotencia y rabia, el 54% de nuestro país vive sumida en la ignorancia y no quiere cambiar, le gusta vivir siendo ví… Ver más",45,50,85,30,40,25,61.5,0.0
"Puede ser una imagen de texto que dice ""9:26 < Personas que reaccionaron S 5 955 664 196 77 7 Mary Luz Zc Armando Cruz Vanessa Flores Juan David Condori Arias Gonzales Isabela Fernando Hinojosa Peredo Héctor Massi Jorge Gonzale Mishel Leonor Wilder MQ Juan Chura Jaime Revollo Vargas Edwin Calani""",20,15,75,40,55,35,42.25,0.0
"Definitivamente .. qué dolor!! Mí amada Bolivia 🇧🇴 necesitaba ese estilo de presidente — elegante - caballero- inteligente -ca… Ver más""",25,20,85,45,60,40,44.0,0.0
"Tuto, este País no te merece 😪",30,25,80,35,65,35,47.5,0.0
"Que pena por nuestro País hoy nos toca llorar,🥹🇧🇴",20,15,75,30,70,35,42.75,0.0
"Al igual que usted todos decepcionados, también muchos hoy deseamos escapar de este país, que va rumbo a ser la nueva Venezue… Ver más",35,30,85,40,55,35,50.5,0.0
"Puede ser una imagen de texto que dice ""Prohibido olvidar lo que dijo George Orwell: ""Un pueblo que elige corruptos, impostores, ladrones y traidores, no es víctima, es cómplice"".""",40,35,90,45,50,40,52.5,0.0
"No te merecemos Tuto, ahora que la gente aprenda a vivir con más inflación, sin combustible y con el dólar al doble de precio … Ver más",35,30,85,40,45,35,51.5,0.0
"Parece que no conocen como fue cuando estaba con el partido de la ADN al lado de Hugo Banzer Zuarez han destruido nuestra pa… Ver más""",40,45,85,35,40,30,57.75,0.0
"A llorar al río, perdió por errores que cometió como la elección de su vicepresidente, la guerra sucia, su asesor político Dur… Ver más",45,40,80,40,35,30,56.75,0.0
"Señor Tuto, que lamentable saber el resultado final de las elecciones,no dude que habemos muchos bolivianos que teníamos la e… Ver más",25,20,85,45,65,45,43.0,0.0
Cómo todos estamos tristes tenia la esperanza pero como la gente prefiere a los corruptos q tristeza,30,25,85,35,60,35,48.75,0.0
"ING Tuto Quiroga sabemos que sus intenciones fueron las mejores no como de los demagogos populistas y que nuestro pueblo sie… Ver más""",25,20,85,50,60,45,42.5,0.0
"Nos volvimos a equivocar 😭, mi corazón está roto 💔 , mi alma sagra de dolor",25,20,80,30,75,35,45.25,0.0
"Hubo fraude señor TUTO, tienen que revisar",35,30,85,40,50,35,51.0,0.0
"Lamentablemente como siempre hicieron trampa las ratas ....gracias señor Tuto usted quiso lo mejor para bolivia ...pero ellos … Ver más""",40,45,85,35,45,30,57.25,0.0
Mis respetos señor Tuto no hay mal que dure cien años animo seguiremos trabajando desde abaja y con la confiaza en DIOS,20,15,80,50,70,50,38.0,0.0
"TUTO, vos eras el indicado, vos tenías soluciones viables, claras para nuestro país, sabemos que no iba a ser un camino fácil… Ver más",25,20,85,50,65,45,42.0,0.0
"Mi querido Tuto, ánimo y confianza en Dios,Te queremos siempre junto a nosotros para apoyarnos y darnos la seguridad para que … Ver más",15,10,80,55,75,50,34.25,0.0
Me da tristeza con lo que va pasar más adelante con nuestro país 😪 con estos Lari Lari,30,35,85,35,55,35,51.25,0.0
"Gracias por el esfuerzo qué ISO los bolivianos qué sabemos pensar por … Ver más""",20,15,80,45,65,40,40.5,0.0
"Mi comentario ecuánime, seremos coherentes el patriota Boliviano de donde se encuentre, puede aportar con ideas,soluciones, so… Ver más",25,20,75,55,60,50,39.5,0.0
Yate lo mereces perder felicidades por poder los botos que te lo mereces,55,60,75,20,25,20,68.5,-1.0
🤣🤣🤣 lamentablemente perdieron pobesito 🤣🤣🤣,60,65,70,15,20,15,72.0,-1.0
"Realmente muy educado, TUTO, mis respetos 👏🏽👏🏽👏🏽",15,10,75,50,65,45,36.0,0.0
"Vamos a salir a las calles para elegir un comité elecctal transitorio… Ver más""",40,35,85,35,45,30,55.25,0.0
"Tuto Quiroga realmente usted es una persona muy educado,preparado un gran defensor 🇧🇴🇧🇴 que Dios le dé fuerza y salud, siga ad… Ver más",15,10,80,55,70,50,34.75,0.0
Tuto era la esperanza Sr. Tuto gracias por pensar en salvar Bolivia eres grande,20,15,85,50,65,45,39.75,0.0
"Tienen que poner más Prioridad' en la ALFABETIZACION"" en el campo"" para que así, las personas NO SEAN MANIPULADAS O AMENAZADA… Ver más",30,25,85,50,55,45,45.25,0.0
"Todos los que ponen me divierte igual riéndose quiero verlos cuando ya no tengan ni que comer ni agua porque a futuro el diner… Ver más""",45,40,85,35,40,30,58.0,0.0
"Es normal normal para el señor tuto perder cada elección de que se sorprende, el pueblo es sabio",40,35,80,30,35,25,57.0,0.0
"También a nosotros se nos a roto 💔💔💔, nuestras esperanzas se quedó por los suelos, por toda esa gente egoísta que solo piensan… Ver más",30,25,85,35,60,35,48.75,0.0
Y la de todos los bolivianos que queríamos ver una Bolivia libre y que estamos hartos de ver como el mas sigue destruyendo el país!!!,35,30,90,40,50,35,51.75,0.0
"Gracias Sr Jorge Quiroga por luchar hasta el final con respeto y dignidad. Ya vendrán días mejores, la gracia y la misericordi… Ver más",20,15,80,55,70,50,37.0,0.0
"Prefirió la mediocridad dejandose endulzar el oído con propuestas improvisadas.… Ver más""",35,30,85,40,45,35,51.5,0.0
"Lamentablemente uvo fraude como siempre ,Señor tuto quiroga usted es una gran perzona , ahora todo lo q venga estara en su co… Ver más",30,25,85,45,55,40,46.75,0.0
Te queremos Tuto. Que Dios te bendiga siempre,15,10,75,50,75,45,35.0,0.0
El mejor candidato,20,15,80,45,65,40,40.5,0.0
Grande tutooo muy inteligente Admirable.,20,15,80,50,65,45,39.0,0.0
UN VERDADERO CABALLERO 😊MIS RESPETOS 👏👏👏👏DIOS LO BENDIGA 🙏🙏,15,10,75,55,75,50,33.5,0.0
"Continúa luchando Tuto...te han hecho FRAUDE....nos han hecho FRAUDE los corruptos del TSE y el Sirepre .,investiguen",40,35,85,40,45,35,53.75,0.0
Es una gran pena.,25,20,75,30,60,35,46.0,0.0
"Felicitar a tuto después de su pérdida eso mo vale tampoco nos podemos quedar con manos cruzados tuto que haga el papel de … Ver más""",35,30,80,45,50,40,48.75,0.0
tuto duele hoy con la cabeza abajo por como nuestra gente son tan opas y ingenuos mañana sera otro dia para caminar con la frente en alto,45,50,85,35,40,30,60.0,0.0
Queria robar una vez más y debe artos favores a las mafias en Bolivia le van a cobrar,55,60,80,20,25,20,69.25,-1.0
QUE DIOS LO BENDIGA TUTO.,15,10,75,50,70,45,35.5,0.0
"Jorge Tuto Quiroga Ramirez gracias por dar 100 por ciento! Por ser una persona con conviccion por una Bolivia sana y propsper… Ver más""",20,15,85,55,65,50,38.25,0.0
"Por su parte señor Tuto siéntase tranquilo,hizo todo lo que estuvo a su alcance,nada más que la gente no valora las capacidade… Ver más",25,20,85,50,60,45,42.5,0.0
Que decepción nuevamente hicieron fraude que falta de respeto a nuestro pais a la gente que eligio a Tuto . Gobernaran a la fuerza,40,35,85,35,45,30,55.25,0.0
"No te rindas, cuestiona los resultados",30,25,85,45,50,40,47.25,0.0
"Fuerza Tuto, tú eres grande y un buen ser humano.",15,10,80,50,75,45,35.75,0.0
Tuto debería gestionar cuando estaba gobernando así la gente hubiera dicho que vuelva,35,30,80,40,45,35,50.75,0.0
La de muchos Bolivianos 😓,20,15,75,35,70,40,41.25,0.0
"La gente en su sano juicio esta quebrada, votamos por el bien, pero pues en nuestra AMADA BOLIVIA impera el mal, es nuestra dolorosa realidad. Hiciste y seguirás haci… Ver más""",35,30,85,40,55,35,50.5,0.0
"Gracias Tuto por todo, le habla un ex La Sallista e Ing. Industrial también, no sé qué pasa en el país, luego nos quejamos de … Ver más",25,20,80,50,60,45,41.75,0.0
"Fuerza presidente ,nos hicieron fraude Dios con todos 💜",30,25,85,40,55,35,48.25,0.0
50% del País está también con el corazón roto y el alma partida. Me quedo sin palabras. Mis respetos Sr. Tuto. Fuerza siga adelante.,25,20,85,45,65,40,43.5,0.0
Sin palabras 💔,20,15,75,30,70,35,42.75,0.0
"Tuto tu intención fue buenísima, gracias eres un caballero, inteligente, noble, ahora el soberano exige lo prometido.",20,15,85,50,65,45,39.75,0.0
Eres un Caballero a cabalidad no te ceintas mal muchas BENDICIONES QUE DIOS ES MUY GRANDE....,15,10,75,55,75,50,33.5,0.0
Tuto es un caballero no explicaron que 5 minutos antes se cortaron las camaras fraudes Tuto es el mejor,35,30,85,40,50,35,51.0,0.0
Te la partieron entera ..... Por preferir la plata de Jp en vez de un vice de La paz,45,40,80,30,35,25,59.25,0.0
"Excelente persona, un gran político, la gran mayoría de los bolivianos lo admiramos, sin embargo muchos no saben reconocer a g… Ver más",20,15,85,50,60,45,40.25,0.0
Triste noticia para todos quienes esperabamos un cambio positivo psra el país 💔,25,20,85,35,65,35,46.0,0.0
No te merecemos.,30,25,80,30,60,35,49.0,0.0
Hubo fraudeeee en el apagon,40,35,85,35,45,30,55.25,0.0
"No te queda de otra que seguir cobrando tu bono de expresidente sin ganar una sola elección en tu vida, eso les pasa por menos… Ver más",55,60,75,20,25,20,68.5,-1.0
No existe quien represente mejor a Bolivia que #TUTO ♥️💛💚,20,15,80,45,65,40,40.5,0.0
Sad Pikachu GIF,25,20,70,30,55,35,45.75,0.0
"Todos los que nos consideramos verdaderos Bolivianos y velamos por un futuro para nuestros hijos estamos de luto y solo nos q… Ver más""",30,25,85,40,55,35,48.25,0.0
Te hicieron un MEGAFRAUDE Tuto espero pidas una auditoria internacional,40,35,85,45,45,40,52.25,0.0
