comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
Tuto presidente..,15,10,75,60,55,45,35.0,0.0
Tuto Presidente,15,10,75,60,55,45,35.0,0.0
"El maleante de Lara empezó con la guerra sucia hace mucho tiempo, por eso ni quiso firmar el compromiso entonces ahora que agu… Ver más",50,55,80,25,20,30,65.5,0.0
Well Done Clapping GIF by MOODMAN,20,15,70,50,45,40,40.0,0.0
Sin duda TUTO presidente,20,15,75,55,50,40,39.25,0.0
Tuto presidente ❤️ 💛 💚,15,10,75,60,55,45,35.0,0.0
TUTO presidente 💪👏,15,10,75,60,55,45,35.0,0.0
"Bien dicho, 👌",25,20,70,50,45,40,42.25,0.0
TUTO PRESIDENTE DE NUESTRA AMADA BOLIVIA 💯💪,20,15,80,55,50,45,39.5,0.0
"Se nota que defiende la corrupción e injusticia de su amiguito, sin que le importe los perjudicados, hasta ilógico que luego d… Ver más",45,40,75,30,25,35,58.5,0.0
Corrupto .....,60,65,70,15,10,20,72.5,-1.0
Bien dicho,25,20,70,50,45,40,42.25,0.0
Tuto no sirves ni como quiso ni como payaso,55,60,70,20,15,25,68.25,-1.0
Que desastre los dos candidatos.,40,35,65,35,30,40,52.75,0.0
Bien carjo.. .quieren gerra la van a tener ratas del PDC,65,70,80,15,10,20,76.25,-1.0
"Toto vende patria corrupto todos saben tu historia de antes quien BA votar por usted,( mi voto por Lara por la corrupción)",60,65,75,20,15,25,71.25,-1.0
Que rata sin vergüenzas,65,70,70,15,10,20,74.75,-1.0
Bien Tuto! 👏👏👏🇧🇴,20,15,75,55,50,40,39.25,0.0
Hijo de banzer y goni,70,75,80,10,15,20,79.0,-1.0
Tuto presidente 🇧🇴🇧🇴🇧🇴,15,10,75,60,55,45,35.0,0.0
Tuto presidente 🇧🇴🇧🇴🇧🇴,15,10,75,60,55,45,35.0,0.0
Vamos Tuto tanto q jodía el OPA ahora q aguanten,45,40,75,30,25,35,58.5,0.0
Tuto Quiroga Adelante felicidades!!,20,15,75,55,50,40,39.25,0.0
No le entren a la guerras sucias a los masi,30,25,70,45,40,45,45.5,0.0
CERO COEFICIENTE.. … Ver más,40,35,70,35,30,40,53.5,0.0
Muy BIEN TUTO A NO DEJARSE CON ESTE POLLO FRESCO.,35,30,75,40,35,40,50.5,0.0
Si votamos por tuto lo que nos espera como argentina será una tristeza pienses antes de votar,45,40,75,35,30,40,56.5,0.0
Este payaso habla como solucionaran los problemas que ahí en el país no sean sin vergüenzas,55,60,75,25,20,30,67.0,-1.0
Vamos tuto presidente.,15,10,75,60,55,45,35.0,0.0
❤️… Ver más,15,10,70,55,50,45,35.75,0.0
Tuto presidente de 🇧🇴,15,10,75,60,55,45,35.0,0.0
Muy bien dicho 👌,25,20,70,50,45,40,42.25,0.0
Tuto presidente de 🇧🇴,15,10,75,60,55,45,35.0,0.0
Mejor que se debata de racismo,35,30,65,45,40,45,47.0,0.0
Al menos Tuto no es un mascachicle,40,35,70,35,30,40,53.5,0.0
Tuto presidente,15,10,75,60,55,45,35.0,0.0
Tuto presidente 🙏,15,10,75,60,55,45,35.0,0.0
Esto es el plan del La Izquierda dominante. ...y es manipulado desde el Chapare junto al TSE y así para que no existan eleccio… Ver más,45,40,85,30,25,35,60.0,0.0
Mi presi,15,10,70,55,50,45,35.75,0.0
Rodrigo poresidente,15,10,65,60,55,45,33.5,0.0
!!! TUTO PRESIDENTE !!! EL UNICO.,20,15,75,55,50,40,39.25,0.0
"Ahora es tan sencillo, pero tuto el 19 el pueblo te dará esa bkfetada qué necesitas, para definitivamente dejar la política y … Ver más",55,60,75,25,20,30,67.0,-1.0
Hablemos de las irregularidades del banco central 😪,35,30,70,40,35,45,49.25,0.0
Kiko tranquilo Ud. Con la educación y paciencia que tiene de una tiene aclarar la … Ver más,30,25,70,45,40,45,45.5,0.0
Tuto presidente,15,10,75,60,55,45,35.0,0.0
TUTO PRESIDENTE,15,10,75,60,55,45,35.0,0.0
Esooo!!!! El que dice lo que quiere escucha lo que no quiere,35,30,70,40,35,45,49.25,0.0
En este momento no interesa quien tiene más larga la cola. El único que nos puede sacar de esta maldita crisis es Tuto,40,35,80,35,30,40,55.0,0.0
