comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"Dios Todopoderoso en este mundo hay mucho odio y prejuicio, todos estamos bajo tu mirada, sólo Tú, sabes lo que hay en el corazón del ser humano. Protege a la gente de bien.",15,10,65,80,85,75,23.5,1
Odiador busca pleito rrasista son los masista peleador se acuerda lo que dijo una bes tu presidente los cambitas están ocultando el arroz aceite acaso nose acuerdan de ese ahi nadie dise nada,75,80,80,20,15,10,80.25,-1
Cristalito a llorar a otra parte las malas acciones siempre tienen consecuencias 🤪,65,70,65,20,15,10,73.5,-1
Todos los bolivianos unidos podemos TUTO presidente de Bolivia siiiii,20,15,75,70,75,65,31.25,1
"Aguante JP, tiene mucho apoyo .",15,10,70,70,75,65,28.25,1
TUTO PRESIDENTE VICE JP,15,10,70,70,75,65,28.25,1
Racista,65,70,70,15,10,5,76.25,-1
Para que saber más sobre esta persona su dinero no le sirve de nada para convencer a un país,40,35,70,35,30,25,55.0,0
Red uno de Bolivia siempre fue un canal partidista racista tergiversando la información y ocultando la verdad q se puede esperar si siempre tuvo color politico,70,75,75,25,20,15,75.25,-1
"FUERZA JP!!! tu eres un profesional humilde, educado y preparado es lo que necesita nuestra amada BOLIVIA!!!",15,10,70,80,85,75,24.25,1
Tuto presidente,10,5,70,70,75,65,26.0,1
Tuto presidente,10,5,70,70,75,65,26.0,1
Racistaaaaa.... Nunca,65,70,70,15,10,5,76.25,-1
Son los mismos que tambien le levantaban los brazos y ponían flores a Evo y luego a Luis Arce...,45,40,75,35,30,25,58.0,0
"Podrán alinearse con quiera, pero varios afiliados no estamos de acuerdo, por que el PDC tiene vínculos con el MAS, El transporte debe mantenerse independiente, sin servir intereses políticos.",30,25,70,65,60,55,38.5,0
Tuto presidente.,10,5,70,65,70,60,28.0,1
O culparán a la derecha???????,40,35,65,30,25,20,56.25,0
TUTO PRESIDENTE el mejor,15,10,75,65,70,60,31.0,1
Tuto presidente de la Republica de Bolivia 🇧🇴🇧🇴🇧🇴,15,10,75,65,70,60,31.0,1
Todos los masistas se mudaron al PDC,45,40,75,30,25,20,60.0,0
Solo unos cuantos colgandijos,50,55,65,25,20,15,64.75,0
Sigan apoyando al mas para que dê una vez acabe con el transporte Cruceño. PDC.,55,60,75,25,20,15,68.5,-1
"Difícil que tengan votos los del OPA y CHICLE,,, por eso TUTO PRESIDENTE 🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴🇧🇴",35,30,75,55,50,45,45.5,0
Cuánto chicles les llevo el loco,40,35,65,30,25,20,56.25,0
Es que cada vez demuestran que son muchos a los que se refirió la diputada chilena.,35,30,70,45,40,35,48.75,0
"Rumbo al cambio verdadero en educación, salud, economía y transporte, con mejores carreteras para el progreso de Bolivia. ♥️💛💚🇧🇴🐓",20,15,75,70,75,65,31.25,1
Como se juntan entre ratas,60,65,65,20,15,10,71.25,-1
"A los dirigentes del transporte publico y demás yerbas les importa un CARAJO servir a sus bases... Solo piensan que van a conseguir ellos para su propio beneficio,.... En los transportista hay gente inteligente, savia y con criterio propio que sabrá elegir a quien merece!!",55,60,70,35,30,25,63.75,0
ES CON TUTO PRESIDENTE BOLIVIA LIBRE,20,15,75,60,65,55,35.25,0
Siguen en las mismas los sindicatos seguro les prometieron subir el pasaje como lo hizo Tongo este año....,50,55,70,30,25,20,63.5,0
La continuacion.que.sigan hasiendo colas por combustible..,45,40,70,30,25,20,59.25,0
Dp quiero ver qué hacen con el Diésel …,35,30,65,40,35,30,50.0,0
Tuto presidente,10,5,70,65,70,60,28.0,1
Tuto presidente,10,5,70,65,70,60,28.0,1
Tuto presidente,10,5,70,65,70,60,28.0,1
Creo que el trasporte público quiere quedarse sin pasajeros otraves,40,35,65,35,30,25,54.25,0
"Realmente de no creer, están viendo lo que le pasa al transporte con un gobierno como el de Luis Arce y se dejan enchufar con el primer huevón con discurso bonito, se nota a leguas que su cerebro solo les da para ser arreados",65,70,75,20,15,10,75.0,-1
Tipico de los transportistas masistas despues lloran q no hay diesel ni gasolina... despues no se quejen quieren seguir igual de mal,60,65,75,25,20,15,70.75,-1
Por nada mas Tuto presidente !!,15,10,70,60,65,55,32.25,1
Por el pais? Los masistas siempre hablándonos por los demás. No los queremos masilaras,50,55,75,25,20,15,66.25,-1
Tuto presidente,10,5,70,65,70,60,28.0,1
Escases,25,20,60,40,35,30,44.75,0
Que pena realmente está gente no sabe lo que hace parece que vivieran en otro planeta estamos en una crisis tan terrible 😡 y la siguen embarrando quieren vivir como Cuba 💩💩💩💩💩,65,70,75,20,15,10,75.0,-1
Por eso somos el trasero de sud américa por apoyar líderes q no tienen idea,55,60,70,25,20,15,67.75,-1
Los dirigentes corruptos solo piensan llenar sus bolsillos .....no quieren dejar su mamadera de robar y engañar.,60,65,70,25,20,15,70.0,-1
Ya les cayó su coima,45,40,65,30,25,20,58.5,0
"Es nomás al otro lau, este es MAS de lo mismo",40,35,70,30,25,20,57.0,0
Cómo les encanta la 💩,55,60,65,20,15,10,69.0,-1
"TUTO PRESIDENTE LIBRES DEL SOCIALISMO RODRIGO Y LARA REPRESENTAN LA IMPUNIDAD DE EVO,LA CORRUPCION DEL MAS Y LA DELINCUENCIA DE LOS AVASALLADORES DE TIERRAS, ESO ES EL PDC",70,75,80,20,15,10,78.0,-1
Son los masitas de siempre que solo reciben instrucciones para apoyar a los candidatos que estén con el masismo,50,55,75,30,25,20,64.25,0
Son los mismos masista,45,40,75,30,25,20,60.0,0
El transporte es el q más sufre con la situación actual y el q menos entiende q se debe pensar bien para no repetir los mismos errores…por eso tenemos el país q tenemos 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,45,40,70,45,40,35,53.25,0
Tuto Presidente,10,5,70,65,70,60,28.0,1
Este país merece todo lo que le está pasando,40,35,65,35,30,25,54.25,0
Cuanto dinero corrió para los dirigentes ❓️❓️,35,30,65,40,35,30,50.0,0
SE VENDIERON POR UN CHICLE...,50,55,65,25,20,15,64.75,0
Y se la creen ? Más d lo mismo,40,35,65,30,25,20,56.25,0
Estos tontos del transporte público se perjudicará con la nacionalisacion de chutos y apoyan a lara,55,60,70,25,20,15,67.75,-1
"Otra vez el populismo, sacando sus malas costumbres, para conseguir favoritismo criollo.",45,40,70,35,30,25,57.25,0
Q lambiscones... No tienen dignidad,55,60,65,25,20,15,67.0,-1
Que sinverguenzas,50,55,65,25,20,15,64.75,0
Seguro les ofrecieron algo por abajo a dirigentes por que el PDC no garantiza nada y el transporte es el que hoy está pasando la factura más grande por la falta de combustibles pero si estos dirigentes quieren hacer negocios allá ellos,50,45,70,40,35,30,57.5,0
Otra vez el transporte vendiendose como mercancia y sin los que mas se sufren de las nefastas concecuencias,45,40,70,35,30,25,57.25,0
Estos se apoyan a un candidato zurdo que lo cagaron nuestra patria por intereses sindicales,60,65,75,25,20,15,70.75,-1
Opas!!,45,40,65,25,20,15,60.5,0
Que dicen los tarijeños?,25,20,60,45,40,35,42.75,0
Los que quieren estar en el fango que lo hagan,40,35,65,35,30,25,54.25,0
Todo el transporte es masista,40,35,75,30,25,20,57.75,0
"Que bárbaros!!! Después que no estén llorando por combustible... estos son continuidad del masismo!!!. Ahora les prometen todo!! Con tal de tener apoyo... no se olviden que gracias a estos masistas el país está así de mal...por favor piensen bien... piensen en el futuro de sus hijos, nietos,Sobrinos!!",55,50,75,40,35,30,60.5,0
Como dijo un pensador: La ignorancia de las masas es la fuerza de los gobernantes,35,30,70,50,45,40,46.75,0
Unos cuantos gatos....,40,35,65,30,25,20,56.25,0
Es en serio??,30,25,60,40,35,30,47.0,0
Tuto presidente,10,5,70,65,70,60,28.0,1
TUTO QUIROGA PRESIDENTE de BOLIVIA ❤️🇧🇴🇧🇴❤️💪. JP VICEPRESIDENTE de BOLIVIA 🇧🇴❤️💪,15,10,75,65,70,60,31.0,1
TUTO Y JP VELASCO al poder,15,10,75,65,70,60,31.0,1
Que esperaban son los mismos que apoyaron a Evo y arce,40,35,75,35,30,25,55.75,0
Estos masistas brillan de burros y relampaguean de brutos.,65,70,75,20,15,10,75.0,-1
Brutos los chóferes los del PDC son el MAS y en Cochabamba están obligando a salir para apoyar al PDC,65,70,75,25,20,15,73.0,-1
Ws de opas creer a los socialistas,55,60,70,25,20,15,67.75,-1
Así nomás es la plata que reciben los dirigentes pegas y apoyar al más huevas se quedaron callados cuando el MAS jodió el pais,60,65,75,25,20,15,70.75,-1
Tuto presidente,10,5,70,65,70,60,28.0,1
Grupo de masistas y Evistas,45,40,75,30,25,20,60.0,0
Entre corruptos se perdonan,50,55,70,25,20,15,65.5,0
Después seguirán en las colas piensen sres,40,35,65,40,35,30,52.25,0
Masistas de la M.,50,55,70,25,20,15,65.5,0
Rodrigo PAZ presidente 👌,15,10,70,65,70,60,30.25,1
Es sabido que todo el transporte son masillamas,45,40,75,30,25,20,60.0,0
Está ratas son masista,55,60,70,25,20,15,67.75,-1
Cuál ahora... Viven didculpandose,35,30,65,35,30,25,52.0,0
Estos del transporte. Son MASISTAS corruptos,60,65,75,25,20,15,70.75,-1
Ya firmaron compromisos sin ser nada todavía raro🤔,35,30,65,40,35,30,50.0,0
Gente nefasta!!!!,55,60,65,20,15,10,69.0,-1
A todos los dirigentes los está comprando y los otros busca pega x q las bases n están d acuerdo eso tengalo x seguro,45,40,70,35,30,25,57.25,0
Que macana eso más faltaba q sea del otro equipo.estos comunista,55,60,75,25,20,15,68.5,-1
"Gente desubicada, les encanta las colas por combustible, son cuerudos no ?",50,55,70,25,20,15,65.5,0
En santa cruz nadie te apoya oye opa ..,55,60,70,25,20,15,67.75,-1
Siempre han sido Perros,60,65,65,20,15,10,71.25,-1
