comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
"No séa igualado , con sus propuestas improvisadas y ofertas desmedidas del socialismo populista",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Contables del puente de TARIJA tambien,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"Que tiene que ver EEUU, para que vaya a bajarse los pantalones",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
"Llegará, frente las rejas de la Casa Blanca, y volverá.",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
TUTO … Ver más,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
EL CAPITALISMO NO FUNCIONA..SE DESMORONA EN EL MUNDO..SU BASE ES LA ACUMULACION DE LA RIQUEZA EN POCAS MANOS...Y LA REDISTRIBU… Ver más,20.0,30.0,70.0,50.0,10.0,10.0,49.5,0.0
Ja ja ja q pla de gobierno llevará? Uno de 15 hojas igual que el que presento al Tribunal? 🤣🤣🤣,90.0,85.0,5.0,5.0,5.0,5.0,78.25,-1.0
Como es eso? Acaso no criticó a Tito cuando fue a los Unites❓,90.0,85.0,50.0,5.0,5.0,5.0,85.0,-1.0
"Los americanos no apoyaran a los zurdos ,",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
El ZURDO DE RODRIGO SABE HABLAR INGLES???,90.0,85.0,50.0,5.0,5.0,10.0,84.5,-1.0
"O sea que, va a HACER APROBAR SU PLAN, con los gringos, con el Imperio...!!!",90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Vamos Rodrigo y Lara juntos hasta el triunfo por una Bolivia mejor,10.0,10.0,80.0,90.0,15.0,15.0,35.5,0.0
TUTO … Ver más,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
El plan de rvo,90.0,85.0,5.0,5.0,10.0,10.0,77.25,-1.0
Jajajaja el payaso socialista EMPOBRECEDORES,90.0,85.0,5.0,5.0,10.0,10.0,77.25,-1.0
Esta queriendo marear la perdiz. Para que los bolivianos piensen que no eres de ISQUIERDA.?,90.0,85.0,50.0,5.0,10.0,10.0,84.0,-1.0
Este loco comunista no gobiernara bolivia,90.0,85.0,5.0,5.0,5.0,10.0,77.75,-1.0
Pero que no vuelva,60.0,50.0,20.0,10.0,15.0,10.0,63.5,0.0
No vienen ninguno,10.0,20.0,10.0,10.0,10.0,5.0,44.5,0.0
Nótese el sarcasmo 😂,15.0,30.0,5.0,5.0,10.0,15.0,47.0,0.0
Canal comprado... Mucha cámara para paz 😡😡,30.0,60.0,10.0,5.0,10.0,5.0,58.5,0.0
Jaja,0.0,5.0,0.0,5.0,10.0,5.0,38.5,0.0
"como puede alcanzar su presupuesto de Bs. 200 en campaña, para hacer viajes al extranjero, toda una farsa este tipejo que solo vive a costa del Estado como su padre por tantos años",80.0,70.0,60.0,5.0,10.0,10.0,80.0,-1.0
Que contactos?🤔🤭,5.0,5.0,5.0,5.0,10.0,5.0,40.5,0.0
Esta COPIANDO de Tuto...,40.0,70.0,20.0,5.0,10.0,5.0,64.5,0.0
OPORTUNISTA.,20.0,70.0,30.0,0.0,0.0,0.0,63.5,0.0
No pasa nada con Rodrigo,10.0,10.0,20.0,5.0,5.0,5.0,45.5,0.0
"Con que viajsn ,dicen q. O tiene plata ni para Viaje ,con que van",40.0,50.0,20.0,5.0,5.0,5.0,61.0,0.0
Si dijistes que debemos arto a los gringos y no sabej nada que vas hacer alla anda a cuba y venezuela tus amigos para que te den la receta de seguir ambreando al pueblo,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Hooooo ya es presidente,10.0,10.0,5.0,0.0,5.0,10.0,43.75,0.0
"Y cuando asistira al parlamento? De que se le pagara a este Sr.Paz sueldo de dos meses que no trabajo? A cualquier trabajador con sueldo mínimo de 2500, falta 3 dias y le despiden y este Sr. Paz de que privilegio goza y asi quiere ser presidente? Eso es ser demasiado sinverguenza y caradura...",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Y no que no quieren nada con los grigo ipocretas,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Pero no lo critican a este packpaku español de Rodrigo Paz que es un vende Humo, vende patria y que quiere vender el litio, pero son buenos para críticar a Tuto que él si tiene un plan de gobierno bien elaborado.",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
Que viaje y que no vuelva,80.0,80.0,50.0,5.0,5.0,5.0,81.5,-1.0
Ya lo ganó TUTO.,80.0,70.0,50.0,5.0,5.0,5.0,79.5,-1.0
"Vende patria, igual que Lara...",70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Ahora le gusta EEUU, antes decían que jamás volverían a negociar con el FMI. Le resultaría mejor irse a China, Rusia, Venezuela o Cuba donde será mejor atendido.",80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
Igual TUTO PRESIDENTE 🇧🇴,20.0,10.0,50.0,0.0,5.0,0.0,54.0,0.0
Ojalá no boten y así va hacer,40.0,40.0,0.0,0.0,0.0,0.0,58.0,0.0
Copion,20.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0
Imitación,20.0,20.0,0.0,0.0,0.0,0.0,49.0,0.0
"No entendió, no es con los empresarios, para que vean lo Perdido que está, SE ESTÁ APOYANDO EN CLAURE…???",80.0,70.0,20.0,0.0,0.0,0.0,77.0,-1.0
Y como hablan para tuto y ahora se va a buscar las inversiones de TUTO 😅 a EE.UU,10.0,20.0,20.0,5.0,5.0,0.0,48.0,0.0
En estados unidos no quieren ver zurdos,70.0,70.0,50.0,0.0,0.0,0.0,79.0,-1.0
"Acaso Tupac Katari, se juntaba asiiiii.....",20.0,30.0,0.0,0.0,0.0,0.0,51.0,0.0
Ya es presidente?,10.0,0.0,0.0,0.0,5.0,10.0,41.0,0.0
Rodrigo harás lo mismo que criticas,70.0,70.0,20.0,0.0,0.0,0.0,74.5,-1.0
"Las únicas propuestas viables, ejecutables y reales #EsConTuto",3.0,13.0,51.0,19.0,6.0,7.0,45.900000000000006,0.0
Ni en tarija pudo hacer peor sera para el pais es una pena pobre pais basta ya estamos cansados de los zurdos,88.0,90.0,75.0,5.0,10.0,0.0,89.25,-1.0
"Criticó a Tuto por pedir a los gringos y el está haciendo lo mismo con la diferencia que nadie lo conoce, hay el doble discurso!!🙈",85.0,80.0,40.0,5.0,10.0,0.0,81.25,-1.0
Ira a la prisión del Chapo para hablar de negocios.,60.0,80.0,0.0,0.0,5.0,0.0,70.5,-1.0
Tanto que critica a TUTO y él quiere hacer lo mismo 😂😂,3.0,15.0,0.0,0.0,0.0,0.0,43.75,0.0
Osea recién se quieren poner las pilas,15.0,20.0,60.0,5.0,10.0,0.0,54.75,0.0
Que iluminado. iluminación de 5 segundos.. (TRÁGICO).,15.0,20.0,60.0,5.0,10.0,0.0,54.75,0.0
"Eso significa darle la bienvenida a un nuevo embajador. Hacer que la DEA vuelva, pro Israel y abrirles la puerta de nuevo sin visas. Primero tiene que lograr un clima de seguridad. Si lo logra, cumpliendo los requisitos, genial. Tiene que ser con hechos y no palabras",5.0,10.0,60.0,5.0,10.0,0.0,50.25,0.0
Es un payaso,80.0,90.0,0.0,0.0,10.0,0.0,77.0,-1.0
y cuando piensa dedicarse a trabajar??? les recuerdo que este señor es senador y no asiste a cu plir con su rol,60.0,60.0,0.0,0.0,5.0,0.0,66.5,-1.0
Tuto presidente simplemente así sera,5.0,0.0,50.0,5.0,5.0,0.0,47.25,0.0
TUTO PRESIDENTE,5.0,50.0,5.0,5.0,5.0,5.0,50.0,0.0
"Ahora que ladren también sus llunkus , nosh estan vendendo al empereooo",80.0,90.0,0.0,0.0,5.0,0.0,77.5,-1.0
Que se quede allá,85.0,90.0,0.0,0.0,0.0,0.0,79.25,-1.0
TUTO PRESIDENTE,5.0,50.0,5.0,5.0,5.0,5.0,50.0,0.0
Va a llorar a los EEUU 😭😭😭😡,90.0,90.0,0.0,0.0,5.0,0.0,80.0,-1.0
Si no sabe Ingles como va comunicarse abiertamente ademas que proyectos tiene.,40.0,65.0,10.0,0.0,0.0,0.0,64.5,0.0
"No no no, mejor no vayas, por que no hablas inglés, vas hacer un papelón...",60.0,90.0,10.0,5.0,5.0,0.0,73.0,-1.0
Si odia al imperialismo a que va a ir y con que platita doble filo,85.0,90.0,30.0,0.0,5.0,0.0,83.25,-1.0
EEUU no está dando visa a los zurdos.,5.0,10.0,10.0,0.0,5.0,0.0,44.25,0.0
Mejor que le mande a su esposa en su representación 😅🤣,8.0,20.0,5.0,0.0,10.0,0.0,45.75,0.0
"Que lo lleve a Lara, para que se despatarre por allá.",40.0,60.0,20.0,0.0,0.0,0.0,65.0,0.0
Tu eres socialista no le van a dar nada,85.0,90.0,10.0,5.0,0.0,0.0,79.75,-1.0
Que lo lleve a pasear a su mascota Edman Lara 😌,90.0,90.0,10.0,0.0,5.0,0.0,81.5,-1.0
Y quien pagará su pasaje si son tan pobres??,20.0,30.0,10.0,0.0,0.0,0.0,52.5,0.0
"Pero si no tienen plata , de dónde va a sacar para viajar , además se necesita visa ...",60.0,85.0,15.0,5.0,5.0,0.0,72.75,-1.0
"Primero que aprenda ingles, y como es zurdo ni lo van a recibir los gringos",80.0,90.0,0.0,0.0,5.0,0.0,77.5,-1.0
Se contradice. Dijo que no quería los dólares de los gringos 🤣,70.0,70.0,0.0,0.0,5.0,0.0,71.0,-1.0
"Toda su gente del Paz senadores electoral dicen que prestarse está mal y Rodrigo paz se va a prestar, que estos no coordinan lo que van a hablar o que ???",85.0,80.0,0.0,5.0,15.0,10.0,73.75,-1.0
Para fregar Rodrigo lo está inventan,70.0,85.0,0.0,0.0,15.0,0.0,73.0,-1.0
1ro tiene q comprometerse en entregar al varón del chapare oh autorizar la vuelta de la DEA casó contrario no hay nada,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
Pero el mismo dijo que no necesitaban prestarse dinero de afuera 😁 así son estos socialistas sinvergüenzas... Sin unos payasos 😁,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
YA SE VENDIO A CLAURE,80.0,90.0,10.0,5.0,10.0,5.0,77.0,-1.0
No habla ni inglés este gil,70.0,95.0,5.0,1.0,10.0,5.0,75.55,-1.0
Copion,2.0,50.0,10.0,1.0,1.0,1.0,51.6,0.0
Lara y Rodrigo serán presidentes,20.0,60.0,90.0,5.0,5.0,2.0,68.8,-1.0
"Que bien, pero no lo lleves al LARI",50.0,50.0,90.0,5.0,5.0,2.0,74.3,-1.0
Por favor llévese consigo a su lara ..queremos descansar de sus duscursos sucios.,80.0,90.0,5.0,1.0,10.0,5.0,77.05,-1.0
"Y tiene cara de criticar a Tuto por salir del país con el mismo propósito, no que no payaso????",80.0,90.0,10.0,1.0,10.0,5.0,77.8,-1.0
"Como buen socialista, debería ir a Cuba o Rusia.",30.0,80.0,60.0,5.0,10.0,5.0,70.0,-1.0
Tuto presidente,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
A ESTE NO LE DARAN NI EL SALUDO,90.0,95.0,5.0,1.0,5.0,5.0,81.05,-1.0
Tanto hablan de Imperio .,60.0,80.0,70.0,5.0,10.0,5.0,79.0,-1.0
Hipocrita,60.0,80.0,5.0,10.0,5.0,2.0,69.05,-1.0
Hojala no nos Cubanise,30.0,50.0,80.0,5.0,10.0,5.0,67.0,-1.0
Rodrig presdnt,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
Deberia viajar a Rusia Cuba y Venezuela,40.0,50.0,70.0,5.0,10.0,5.0,68.0,-1.0
"Primero se debe estabilizar el País, luego abrir los mercados para todos y atraer divisas.",20.0,50.0,70.0,80.0,50.0,50.0,39.5,0.0
Eres desconocido!!!,20.0,50.0,70.0,10.0,10.0,5.0,62.0,0.0
Es decir que irá con nuestros vecinos ya que en una entrevista dijó que Estados Unidos formaba parte de nuestra Frontera así como todo extranjero eran gringos,40.0,90.0,70.0,5.0,10.0,5.0,76.0,-1.0
Rodrigo LARA perdidos en el mapa RENUNCIAR están en TURBULENCIA,90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
Quien le va hacer caso,20.0,50.0,5.0,1.0,10.0,5.0,54.05,0.0
DOBLE DISCURSO,60.0,80.0,70.0,5.0,10.0,5.0,79.0,-1.0
Este tipo en un Tongo 3.0 es una versión mejorada que el Tongo de santa cruz,70.0,90.0,5.0,1.0,10.0,5.0,74.55,-1.0
Este es un masiburro,20.0,90.0,5.0,1.0,10.0,5.0,62.05,0.0
Este cree ke nuestro país es un objeto de algún mercado ke kere aser negocios turbios ya está actuando como los masitas,90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
Mmm y no tienen para pasajes Para Lara… anda por todos lados diciendo que es pobre😂😂😂,60.0,90.0,5.0,5.0,1.0,5.0,72.15,-1.0
"Que va ir a reunirse con empresarios, va irse a reunir con los zurdos que hay en ese pais",90.0,90.0,5.0,1.0,10.0,5.0,79.55,-1.0
"Sigue la ruta de Tuto, aunque no se le entiende, porque en campaña dice q no quiere nada con los gringos.",70.0,90.0,5.0,5.0,10.0,5.0,73.75,-1.0
TUTO PRESIDENTE,20.0,50.0,80.0,10.0,10.0,5.0,63.5,0.0
"No le queda otra que copiar, no tienen plan de gobierno",50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
No cualquiera entra a los EEUU.. jajajaja,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Rodrigo primero pida permiso al Capi bara y el Capi bara preguntara a su mujer si es que le dan permiso para su viajecito 😅😅😅😅😅,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Como es zurdo está chau lo cagaste por tu ignorancia,50.0,45.0,60.0,25.0,10.0,15.0,63.0,0.0
Que diga allá que su plan esta basado en legalizar vehículos robados,30.0,50.0,30.0,20.0,5.0,5.0,57.0,0.0
Muy tarde se adelantó tuto presidente viva Bolivia lbre,40.0,35.0,50.0,20.0,10.0,15.0,58.0,0.0
Jaja en estados unidos no los kieren a los socialistas,40.0,35.0,50.0,10.0,5.0,5.0,61.5,0.0
"Tuto derecha liberal , paz izquierda liberal , ninguno es opción despues de tanto daño que los yankis no hacen hasta ahora , prefieren lamer botas , que aceptar que china es mil veces mejor",60.0,50.0,50.0,5.0,5.0,5.0,70.5,-1.0
Vaya con Lara 🤣🤣🤣,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Recién se da cuenta Tuto Presidente,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
Como buen zurdo copion porque el solito no tiene pienso,60.0,50.0,50.0,5.0,5.0,5.0,70.5,-1.0
Jajaja a vos no te sale socialista,70.0,65.0,50.0,5.0,5.0,5.0,76.0,-1.0
"Lo han descrito bien... ""Pretende"".",45.0,45.0,55.0,5.0,5.0,5.0,66.5,-1.0
"Y los que se quejan porqué tuto según ""quiere vender todo a Estados Unidos"" dónde están?",45.0,50.0,50.0,5.0,5.0,5.0,66.75,-1.0
No que no iba a pedir ni buscar plata de afuera peor de los gringos?? ??? No hay que ser consecuente??? Pregunto🙀,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
Acaso no es procheguevara??? De izquierda???,60.0,50.0,70.0,5.0,5.0,5.0,73.5,-1.0
Deberia ir a rusia porque estados unidos solo les exige asesinar.,60.0,50.0,70.0,5.0,5.0,5.0,73.5,-1.0
Solo faltaría que finja su 💀 para evitarse el mal rato de que solo los pocos llunkus que quedan voten por el en segunda vuelta 🌝,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
🤣🤣🤣que te haces TUTO!!!,60.0,60.0,60.0,5.0,5.0,5.0,74.0,-1.0
No va vonseguir nada Porque es con TuTo Presidente no hay de otra,50.0,50.0,50.0,5.0,5.0,5.0,68.0,-1.0
OOOTRO JHONY salió este!!,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Lo mismo dice Jhonny Fernández y se va de joda solamente,50.0,45.0,30.0,5.0,5.0,5.0,64.0,0.0
Doble discurso,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
"Cómo los de su línea política no lo apoyan, porque está en contubernio con el ex presidente, ahora intenta ir al otro lado por si a caso le surte. Clasica forma de hacer política igual que su padre, siendo de izquierda tenia tenfencia de derecha. ! Lo importante es llegar al poder sin convicción política, que vergüenza !!!!.",60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Donde los gringos ?,60.0,45.0,50.0,20.0,5.0,30.0,64.0,0.0
Tuto Presidente,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Con tanta seguridad vendrán rápido verdad,60.0,45.0,30.0,5.0,5.0,5.0,66.5,-1.0
LOS PAYASOS,60.0,45.0,70.0,5.0,5.0,5.0,72.5,-1.0
Refirió presentar su Programa en Estados Unidos y los Bolivianos aún no conocemos su programa. Políticos!!!,60.0,45.0,50.0,5.0,5.0,5.0,69.5,-1.0
"Tanto dicen que TUTO nos va a vender a los gringos, ahí esta, igual que nada su Presidente ESPAÑOL y Vice del LARA nos va vender a Estados unidos, ahora hablen pues LARILOVERS, MASILOVERS Y EVOLOVERS",60.0,60.0,50.0,5.0,5.0,5.0,72.5,-1.0
"Para que,no quieren a los gringos.",25.0,60.0,30.0,10.0,40.0,15.0,55.25,0.0
Ujuu este flojo quiere copiarlo a tuto jaaa,40.0,30.0,20.0,10.0,25.0,15.0,53.0,0.0
Paz a vosotros jajajaja 🤣,10.0,10.0,10.0,10.0,25.0,15.0,40.0,0.0
Cómo va a viajar su no tiene plata,30.0,25.0,10.0,10.0,20.0,10.0,49.0,0.0
"El que no quiere hacer tratos con ""GRINGOS""",60.0,70.0,20.0,5.0,10.0,15.0,68.5,-1.0
A pasear va viajar ... pelele,60.0,80.0,5.0,5.0,5.0,5.0,69.75,-1.0
🤣🤣🤣inversionistas para el chapare 🤣🤣🤣,10.0,50.0,10.0,10.0,10.0,10.0,50.0,0.0
No. Se. Les. Creo.,5.0,5.0,5.0,5.0,30.0,5.0,38.5,0.0
Que le vaya muy bien,0.0,0.0,5.0,5.0,30.0,5.0,36.25,0.0
Que vaya a Cuba,0.0,0.0,5.0,5.0,30.0,5.0,36.25,0.0
Va a pedir ayuda a la élite a los qué le da palo,70.0,80.0,10.0,5.0,5.0,5.0,73.0,-1.0
No que no payaso,70.0,80.0,5.0,5.0,5.0,5.0,72.25,-1.0
"Ay, ay, ay, copiando ando.. 🤣😂🤣🤣😂🤣😂",40.0,70.0,5.0,5.0,10.0,5.0,62.25,0.0
Y que propuesta llevará!?? Denme plata para dar bono???,30.0,40.0,20.0,5.0,10.0,5.0,56.0,0.0
"Estás equivocado debes ir a Rusia y China, pollito llorón..",80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
"El tipo nisiquiera sabe lo que significan los dolares!! Mucho menos influencia con la gente norteamericana, no sabe tener propio criterio sin tener que copiarse de otros 😹🤢🤮",80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Empresarios de USA y porque no va a Venezuela y Cuba a buscar empfesas qué quieran invertir en Bolivia,80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Solo falta que digan que Lara ira a reunirse con la DEA o a entrenar con los Navy Seals.,80.0,80.0,10.0,0.0,0.0,5.0,77.0,-1.0
Lo dejarán. Entrar.,45.0,55.0,15.0,5.0,5.0,5.0,62.5,0.0
Y cuando estara en su fuente laboral????,45.0,55.0,15.0,5.0,5.0,5.0,62.5,0.0
Viaja en micro como kara ggggggg,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
"Va a ir donde los gringos, como lo dice el",30.0,70.0,10.0,5.0,5.0,5.0,61.0,0.0
Estará transportando los lingotes de oro que saco Arce ?,5.0,50.0,10.0,5.0,5.0,5.0,50.75,0.0
Primero que devuelva los millones del puente en Tarija,50.0,50.0,10.0,5.0,5.0,5.0,62.0,0.0
Al imperio??? Doble moral 🙈🙈,30.0,70.0,10.0,5.0,5.0,5.0,61.0,0.0
Eso ni él se la cree,5.0,5.0,5.0,5.0,25.0,5.0,39.0,0.0
Ni sabe cuánto se necesita de préstamo,10.0,10.0,10.0,25.0,30.0,5.0,37.5,0.0
ME VALE 1 MAPLE!!!! 🤡🤡🤡🤡🤡🤡,90.0,90.0,5.0,5.0,5.0,5.0,79.25,-1.0
Reunirse con empresarios!! Cuando otros se reúnen con organismos,80.0,80.0,10.0,0.0,5.0,5.0,76.5,-1.0
"Hay nooo , que hipocresía, irán a pedir al IMPERIO!!! Estos doble moral, 🙈🙈🙈 que rabia 😡😡",85.0,90.0,10.0,5.0,5.0,5.0,78.75,-1.0
LO CRÍTICAS Y SIGUES LOS MISMOS PASOS DE TUTO VIAJANDO AL IMPERIO QUE TANTO CRITICAN LOS SOCIALISTAS,80.0,80.0,20.0,10.0,10.0,5.0,75.5,-1.0
Apenas se enteren q quiere legalizar lo robado ahi se daran cuenta q no es buena idea,80.0,85.0,70.0,10.0,5.0,10.0,84.0,-1.0
Rodrigo está pateando oxígeno nadie confía en el por sus negociados sobre precios en el puente un obelisco y muchas otras obras en su gestión de alcalde.,80.0,85.0,70.0,10.0,5.0,10.0,84.0,-1.0
Será al chapare,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Va a ir a acordar procesos woke con los másllorones estados unidos que es distinto🙄,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Payaso 🤡,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
Pero como se hace o es la doble moral del español,80.0,80.0,50.0,10.0,5.0,5.0,80.5,-1.0
TUTO PRESIDENTE!!!!,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
"Pero si Paz dice q solo nacionalizando chutos, salimos de crisis",75.0,40.0,55.0,15.0,5.0,10.0,70.5,-1.0
Este no atrae ni femizobies,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
Cómo si ni visa tiene por narco su padre el gallo pues meco Domínguez lo delató y le quitó la visa a toda su familia Estados unidos y no tiene pisada la familia Paz,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Tristemente de loco no lo van bajar de aquí a unos meses y el otro se va volver capibara,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Tuto presidente para que seamos libres del socialismo,10.0,10.0,70.0,10.0,5.0,5.0,52.0,0.0
"Mono a voj no te conocen en EEUU, anda donde estan lo zurdos ahí pedí ayuda y te daran porq son tal para cual🤣🤣🤣",80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Nadie viaja a Cuba o Venezuela a traer inversion pero hay gente que sigue apoyando el socialismo,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Copiando a Tuto,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Si tuto va Israel Rodrigo igual va a Israel,55.0,60.0,55.0,5.0,5.0,5.0,72.0,-1.0
Pero dijo qué no era necesario y qué ellos tenían otra solución jajajaja otra vez doble discurso...😂😂😂,80.0,60.0,55.0,5.0,5.0,5.0,78.25,-1.0
Jajajaja,55.0,55.0,10.0,5.0,5.0,5.0,64.25,0.0
Mejor vaya a Cuba y Venezuela🤣🤣,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Ni tiene idea que puerta tocara.ademas no les gusta zurdos a los organismos internacionales.todo un figurety.,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
"Porque no lo lleva al ex policía, según él es el indicado 🤣🤣🤣",80.0,80.0,50.0,10.0,5.0,5.0,80.5,-1.0
Anda donde te de la buena gana 😡😡 que te vaya bien 🐀 estás igual que Evaristo 😡😡,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
COPION DE TUTO,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Ya esta planeando escaparse para cuando Tuto CHAD gane las elecciones y mande a desvivirlo a el y a Lacra,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
COMO ES POSIBLE SI NO TIENE NI PARA LOS PASAJES,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Lo mismo le dijeron los laralovers a tuto cuando fue de viaje a EEUU a hacer lo mismo ahora digan pues 🤣🤣🤣🤣,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
"Nadie te dará bola, mejor pedile a tu jefe Evaristo lo que robó",80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Hay que ver si el plan de gobierno hecho por la IA es garantía..,50.0,40.0,55.0,55.0,5.0,5.0,56.75,0.0
Dios nos libre de que este tipo llegue a ser presidente,50.0,40.0,55.0,5.0,5.0,5.0,66.75,-1.0
A cobrarles la deuda externa😂😂😂,30.0,40.0,70.0,10.0,5.0,5.0,63.0,0.0
"El nuevo socialista e izquierdista tratando de relacionarse con el imperio capitalista, las cosas no funcionan así, todo sus actos del PDC =DEMAGOGIA.",80.0,70.0,90.0,10.0,5.0,10.0,84.0,-1.0
Pues si aki mismo se puede encontrar inversiónistas sin necesidad de estar yendo a Estados Unidos,20.0,10.0,30.0,70.0,15.0,20.0,34.0,0.0
TUTO PRESIDENTE!,5.0,5.0,40.0,10.0,15.0,5.0,44.25,0.0
"Con que dinero? Si dice que no tiene para nada, es igual de pobre que lara",80.0,60.0,90.0,5.0,5.0,10.0,83.0,-1.0
Ahí está el vendepatria,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Qué tal tiene dinero nadie tiene plata Ah o Ud talvez??? Tiene todos los requisitos qué le parece SEÑORA,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
